selected_num:45
selected decision variable:cluster0:[2,3,6,8,10,12,14,16,18],cluster1:[2,6,8,10,12,16,18],cluster10:[2,8,12,16],cluster11:[6,10,12,16],cluster14:[2,8,10,12,16],cluster2:[6,8,12,16],cluster3:[6,8,12,16],reward12:[2],reward15:[2],reward37:[2],reward38:[2],reward4:[2],reward44:[2],reward49:[2],reward7:[2]
cluster23_cluster37_2 = 0.0
cluster23_cluster38_0 = 0.0
cluster23_cluster38_1 = -0.0
cluster23_cluster38_2 = -0.0
cluster23_cluster44_0 = 0.0
cluster23_cluster44_1 = -0.0
cluster23_cluster44_2 = -0.0
cluster23_cluster49_0 = 0.0
cluster23_cluster49_1 = 1.0
cluster23_cluster49_2 = -0.0
cluster24_cluster4_0 = 0.0
cluster24_cluster4_1 = -0.0
cluster24_cluster4_2 = 1.0
cluster24_cluster7_0 = 0.0
cluster24_cluster7_1 = 0.0
cluster24_cluster7_2 = 1.0
cluster24_cluster12_0 = 0.0
cluster24_cluster12_1 = 0.0
cluster24_cluster12_2 = -0.0
cluster24_cluster15_0 = 0.0
cluster24_cluster15_1 = 0.0
cluster24_cluster15_2 = 0.0
cluster24_cluster37_0 = 0.0
cluster24_cluster37_1 = -0.0
cluster24_cluster37_2 = 0.0
cluster24_cluster38_0 = 0.0
cluster24_cluster38_1 = 0.0
cluster24_cluster38_2 = 0.0
cluster24_cluster44_0 = 0.0
cluster24_cluster44_1 = 0.0
cluster24_cluster44_2 = 0.0
cluster24_cluster49_0 = 0.0
cluster24_cluster49_1 = -0.0
cluster24_cluster49_2 = 0.0
cluster25_cluster4_0 = 0.0
cluster25_cluster4_1 = -0.0
cluster25_cluster4_2 = -0.0
cluster25_cluster7_0 = 0.0
cluster25_cluster7_1 = 2.0
cluster25_cluster7_2 = 2.0
cluster25_cluster12_0 = 0.0
cluster25_cluster12_1 = -0.0
cluster25_cluster12_2 = -0.0
cluster25_cluster15_0 = 0.0
cluster25_cluster15_1 = 0.0
cluster25_cluster15_2 = -0.0
cluster25_cluster37_0 = 0.0
cluster25_cluster37_1 = 0.0
cluster25_cluster37_2 = 0.0
cluster25_cluster38_0 = 0.0
cluster25_cluster38_1 = -0.0
cluster25_cluster38_2 = -0.0
cluster25_cluster44_0 = 0.0
cluster25_cluster44_1 = -0.0
cluster25_cluster44_2 = 0.0
cluster25_cluster49_0 = 0.0
cluster25_cluster49_1 = -0.0
cluster25_cluster49_2 = 0.0
cluster26_cluster4_0 = -0.0
cluster26_cluster4_1 = 0.0
cluster26_cluster4_2 = 0.0
cluster26_cluster7_0 = 0.0
cluster26_cluster7_1 = 0.0
cluster26_cluster7_2 = -0.0
cluster26_cluster12_0 = -0.0
cluster26_cluster12_1 = -0.0
cluster26_cluster12_2 = -0.0
cluster26_cluster15_0 = -0.0
cluster26_cluster15_1 = 1.0
cluster26_cluster15_2 = -0.0
cluster26_cluster37_0 = 0.0
cluster26_cluster37_1 = -0.0
cluster26_cluster37_2 = -0.0
cluster26_cluster38_0 = 0.0
cluster26_cluster38_1 = 0.0
cluster26_cluster38_2 = 2.0
cluster26_cluster44_0 = -0.0
cluster26_cluster44_1 = 0.0
cluster26_cluster44_2 = 0.0
cluster26_cluster49_0 = -0.0
cluster26_cluster49_1 = 1.0
cluster26_cluster49_2 = -0.0
cluster27_cluster4_0 = -0.0
cluster27_cluster4_1 = -0.0
cluster27_cluster4_2 = 0.0
cluster27_cluster7_0 = -0.0
cluster27_cluster7_1 = 0.0
cluster27_cluster7_2 = 0.0
cluster27_cluster12_0 = -0.0
cluster27_cluster12_1 = 1.0
cluster27_cluster12_2 = -0.0
cluster27_cluster15_0 = -0.0
cluster27_cluster15_1 = 0.0
cluster27_cluster15_2 = 3.0
cluster27_cluster37_0 = -0.0
cluster27_cluster37_1 = -0.0
cluster27_cluster37_2 = 1.0
cluster27_cluster38_0 = 0.0
cluster27_cluster38_1 = -0.0
cluster27_cluster38_2 = -0.0
cluster27_cluster44_0 = -0.0
cluster27_cluster44_1 = -0.0
cluster27_cluster44_2 = 1.0
cluster27_cluster49_0 = -0.0
cluster27_cluster49_1 = -0.0
cluster27_cluster49_2 = -0.0
cluster28_cluster4_0 = 0.0
cluster28_cluster4_1 = -0.0
cluster28_cluster4_2 = 0.0
cluster28_cluster7_0 = 0.0
cluster28_cluster7_1 = -0.0
cluster28_cluster7_2 = -0.0
cluster28_cluster12_0 = 0.0
cluster28_cluster12_1 = 0.0
cluster28_cluster12_2 = 0.0
cluster28_cluster15_0 = 0.0
cluster28_cluster15_1 = -0.0
cluster28_cluster15_2 = -0.0
cluster28_cluster37_0 = 0.0
cluster28_cluster37_1 = -0.0
cluster28_cluster37_2 = 2.0
cluster28_cluster38_0 = 0.0
cluster28_cluster38_1 = -0.0
cluster28_cluster38_2 = -0.0
cluster28_cluster44_0 = -0.0
cluster28_cluster44_1 = 0.0
cluster28_cluster44_2 = -0.0
cluster28_cluster49_0 = 0.0
cluster28_cluster49_1 = 0.0
cluster28_cluster49_2 = 1.0
cluster29_cluster4_0 = 0.0
cluster29_cluster4_1 = -0.0
cluster29_cluster4_2 = -0.0
cluster29_cluster7_0 = 0.0
cluster29_cluster7_1 = -0.0
cluster29_cluster7_2 = -0.0
cluster29_cluster12_0 = 0.0
cluster29_cluster12_1 = 0.0
cluster29_cluster12_2 = 0.0
cluster29_cluster15_0 = 0.0
cluster29_cluster15_1 = -0.0
cluster29_cluster15_2 = -0.0
cluster29_cluster37_0 = 0.0
cluster29_cluster37_1 = -0.0
cluster29_cluster37_2 = -0.0
cluster29_cluster38_0 = 0.0
cluster29_cluster38_1 = -0.0
cluster29_cluster38_2 = 0.0
cluster29_cluster44_0 = 0.0
cluster29_cluster44_1 = 1.0
cluster29_cluster44_2 = 1.0
cluster29_cluster49_0 = 0.0
cluster29_cluster49_1 = 0.0
cluster29_cluster49_2 = -0.0
cluster30_cluster4_0 = 0.0
cluster30_cluster4_1 = -0.0
cluster30_cluster4_2 = -0.0
cluster30_cluster7_0 = 0.0
cluster30_cluster7_1 = 1.0
cluster30_cluster7_2 = 0.0
cluster30_cluster12_0 = 0.0
cluster30_cluster12_1 = -0.0
cluster30_cluster12_2 = -0.0
cluster30_cluster15_0 = 0.0
cluster30_cluster15_1 = 0.0
cluster30_cluster15_2 = -0.0
cluster30_cluster37_0 = 0.0
cluster30_cluster37_1 = 1.0
cluster30_cluster37_2 = 0.0
cluster30_cluster38_0 = 0.0
cluster30_cluster38_1 = 0.0
cluster30_cluster38_2 = -0.0
cluster30_cluster44_0 = 0.0
cluster30_cluster44_1 = 0.0
cluster30_cluster44_2 = 1.0
cluster30_cluster49_0 = 0.0
cluster30_cluster49_1 = -0.0
cluster30_cluster49_2 = 1.0
cluster31_cluster4_0 = 0.0
cluster31_cluster4_1 = 0.0
cluster31_cluster4_2 = -0.0
cluster31_cluster7_0 = 0.0
cluster31_cluster7_1 = -0.0
cluster31_cluster7_2 = -0.0
cluster31_cluster12_0 = 0.0
cluster31_cluster12_1 = -0.0
cluster31_cluster12_2 = 1.0
cluster31_cluster15_0 = -0.0
cluster31_cluster15_1 = -0.0
cluster31_cluster15_2 = -0.0
cluster31_cluster37_0 = 0.0
cluster31_cluster37_1 = 0.0
cluster31_cluster37_2 = -0.0
cluster31_cluster38_0 = 0.0
cluster31_cluster38_1 = 1.0
cluster31_cluster38_2 = 1.0
cluster31_cluster44_0 = 0.0
cluster31_cluster44_1 = 0.0
cluster31_cluster44_2 = 0.0
cluster31_cluster49_0 = 0.0
cluster31_cluster49_1 = -0.0
cluster31_cluster49_2 = -0.0
cluster32_cluster4_0 = 0.0
cluster32_cluster4_1 = -0.0
cluster32_cluster4_2 = -0.0
cluster32_cluster7_0 = 0.0
cluster32_cluster7_1 = -0.0
cluster32_cluster7_2 = -0.0
cluster32_cluster12_0 = 0.0
cluster32_cluster12_1 = 1.0
cluster32_cluster12_2 = 0.0
cluster32_cluster15_0 = 0.0
cluster32_cluster15_1 = -0.0
cluster32_cluster15_2 = -0.0
cluster32_cluster37_0 = 0.0
cluster32_cluster37_1 = 0.0
cluster32_cluster37_2 = 2.0
cluster32_cluster38_0 = 0.0
cluster32_cluster38_1 = 0.0
cluster32_cluster38_2 = -0.0
cluster32_cluster44_0 = 0.0
cluster32_cluster44_1 = 1.0
cluster32_cluster44_2 = -0.0
cluster32_cluster49_0 = 0.0
cluster32_cluster49_1 = -0.0
cluster32_cluster49_2 = 1.0
cluster33_cluster4_0 = 0.0
cluster33_cluster4_1 = 0.0
cluster33_cluster4_2 = -0.0
cluster33_cluster7_0 = 0.0
cluster33_cluster7_1 = -0.0
cluster33_cluster7_2 = 2.0
cluster33_cluster12_0 = 0.0
cluster33_cluster12_1 = -0.0
cluster33_cluster12_2 = -0.0
cluster33_cluster15_0 = 0.0
cluster33_cluster15_1 = -0.0
cluster33_cluster15_2 = 0.0
cluster33_cluster37_0 = 0.0
cluster33_cluster37_1 = -0.0
cluster33_cluster37_2 = -0.0
cluster33_cluster38_0 = 0.0
cluster33_cluster38_1 = -0.0
cluster33_cluster38_2 = -0.0
cluster33_cluster44_0 = 0.0
cluster33_cluster44_1 = -0.0
cluster33_cluster44_2 = -0.0
cluster33_cluster49_0 = 0.0
cluster33_cluster49_1 = 0.0
cluster33_cluster49_2 = -0.0
cluster34_cluster4_0 = 0.0
cluster34_cluster4_1 = 0.0
cluster34_cluster4_2 = -0.0
cluster34_cluster7_0 = 0.0
cluster34_cluster7_1 = 0.0
cluster34_cluster7_2 = -0.0
cluster34_cluster12_0 = 0.0
cluster34_cluster12_1 = -0.0
cluster34_cluster12_2 = -0.0
cluster34_cluster15_0 = 0.0
cluster34_cluster15_1 = 1.0
cluster34_cluster15_2 = 0.0
cluster34_cluster37_0 = 0.0
cluster34_cluster37_1 = -0.0
cluster34_cluster37_2 = -0.0
cluster34_cluster38_0 = 0.0
cluster34_cluster38_1 = 0.0
cluster34_cluster38_2 = -0.0
cluster34_cluster44_0 = 0.0
cluster34_cluster44_1 = 1.0
cluster34_cluster44_2 = 0.0
cluster34_cluster49_0 = 0.0
cluster34_cluster49_1 = -0.0
cluster34_cluster49_2 = -0.0
cluster35_cluster4_0 = 0.0
cluster35_cluster4_1 = 0.0
cluster35_cluster4_2 = -0.0
cluster35_cluster7_0 = 0.0
cluster35_cluster7_1 = -0.0
cluster35_cluster7_2 = 0.0
cluster35_cluster12_0 = 0.0
cluster35_cluster12_1 = -0.0
cluster35_cluster12_2 = -0.0
cluster35_cluster15_0 = 0.0
cluster35_cluster15_1 = 0.0
cluster35_cluster15_2 = -0.0
cluster35_cluster37_0 = 0.0
cluster35_cluster37_1 = -0.0
cluster35_cluster37_2 = -0.0
cluster35_cluster38_0 = 0.0
cluster35_cluster38_1 = -0.0
cluster35_cluster38_2 = 0.0
cluster35_cluster44_0 = 0.0
cluster35_cluster44_1 = 1.0
cluster35_cluster44_2 = 1.0
cluster35_cluster49_0 = 0.0
cluster35_cluster49_1 = 0.0
cluster35_cluster49_2 = -0.0
cluster36_cluster4_0 = 0.0
cluster36_cluster4_1 = 2.0
cluster36_cluster4_2 = 4.0
cluster36_cluster7_0 = -0.0
cluster36_cluster7_1 = 3.0
cluster36_cluster7_2 = 5.0
cluster36_cluster12_0 = -0.0
cluster36_cluster12_1 = 2.0
cluster36_cluster12_2 = -0.0
cluster36_cluster15_0 = 5.0
cluster36_cluster15_1 = 0.0
cluster36_cluster15_2 = -0.0
cluster36_cluster37_0 = -0.0
cluster36_cluster37_1 = 5.0
cluster36_cluster37_2 = -0.0
cluster36_cluster38_0 = -0.0
cluster36_cluster38_1 = 5.0
cluster36_cluster38_2 = 8.0
cluster36_cluster44_0 = -0.0
cluster36_cluster44_1 = 0.0
cluster36_cluster44_2 = -0.0
cluster36_cluster49_0 = -0.0
cluster36_cluster49_1 = 13.0
cluster36_cluster49_2 = -0.0
cluster39_cluster4_0 = -0.0
cluster39_cluster4_1 = 0.0
cluster39_cluster4_2 = -0.0
cluster39_cluster7_0 = -0.0
cluster39_cluster7_1 = 0.0
cluster39_cluster7_2 = 0.0
cluster39_cluster12_0 = -0.0
cluster39_cluster12_1 = 0.0
cluster39_cluster12_2 = -0.0
cluster39_cluster15_0 = -0.0
cluster39_cluster15_1 = 0.0
cluster39_cluster15_2 = -0.0
cluster39_cluster37_0 = -0.0
cluster39_cluster37_1 = -0.0
cluster39_cluster37_2 = -0.0
cluster39_cluster38_0 = 0.0
cluster39_cluster38_1 = -0.0
cluster39_cluster38_2 = -0.0
cluster39_cluster44_0 = -0.0
cluster39_cluster44_1 = 0.0
cluster39_cluster44_2 = 1.0
cluster39_cluster49_0 = -0.0
cluster39_cluster49_1 = 0.0
cluster39_cluster49_2 = 0.0
cluster40_cluster4_0 = 0.0
cluster40_cluster4_1 = 0.0
cluster40_cluster4_2 = -0.0
cluster40_cluster7_0 = 0.0
cluster40_cluster7_1 = 3.0
cluster40_cluster7_2 = -0.0
cluster40_cluster12_0 = 0.0
cluster40_cluster12_1 = 0.0
cluster40_cluster12_2 = -0.0
cluster40_cluster15_0 = 0.0
cluster40_cluster15_1 = 0.0
cluster40_cluster15_2 = -0.0
cluster40_cluster37_0 = 0.0
cluster40_cluster37_1 = -0.0
cluster40_cluster37_2 = -0.0
cluster40_cluster38_0 = 0.0
cluster40_cluster38_1 = 1.0
cluster40_cluster38_2 = 1.0
cluster40_cluster44_0 = 0.0
cluster40_cluster44_1 = 0.0
cluster40_cluster44_2 = 0.0
cluster40_cluster49_0 = 0.0
cluster40_cluster49_1 = -0.0
cluster40_cluster49_2 = 2.0
cluster41_cluster4_0 = 0.0
cluster41_cluster4_1 = 1.0
cluster41_cluster4_2 = -0.0
cluster41_cluster7_0 = 0.0
cluster41_cluster7_1 = -0.0
cluster41_cluster7_2 = -0.0
cluster41_cluster12_0 = 0.0
cluster41_cluster12_1 = -0.0
cluster41_cluster12_2 = -0.0
cluster41_cluster15_0 = 0.0
cluster41_cluster15_1 = 0.0
cluster41_cluster15_2 = -0.0
cluster41_cluster37_0 = 0.0
cluster41_cluster37_1 = -0.0
cluster41_cluster37_2 = -0.0
cluster41_cluster38_0 = 0.0
cluster41_cluster38_1 = 0.0
cluster41_cluster38_2 = -0.0
cluster41_cluster44_0 = 0.0
cluster41_cluster44_1 = -0.0
cluster41_cluster44_2 = -0.0
cluster41_cluster49_0 = 0.0
cluster41_cluster49_1 = -0.0
cluster41_cluster49_2 = -0.0
cluster42_cluster4_0 = 0.0
cluster42_cluster4_1 = 0.0
cluster42_cluster4_2 = 0.0
cluster42_cluster7_0 = 0.0
cluster42_cluster7_1 = 2.0
cluster42_cluster7_2 = -0.0
cluster42_cluster12_0 = 0.0
cluster42_cluster12_1 = 0.0
cluster42_cluster12_2 = -0.0
cluster42_cluster15_0 = 0.0
cluster42_cluster15_1 = -0.0
cluster42_cluster15_2 = -0.0
cluster42_cluster37_0 = 0.0
cluster42_cluster37_1 = 0.0
cluster42_cluster37_2 = -0.0
cluster42_cluster38_0 = 0.0
cluster42_cluster38_1 = 0.0
cluster42_cluster38_2 = -0.0
cluster42_cluster44_0 = 0.0
cluster42_cluster44_1 = -0.0
cluster42_cluster44_2 = 1.0
cluster42_cluster49_0 = -0.0
cluster42_cluster49_1 = 0.0
cluster42_cluster49_2 = -0.0
cluster43_cluster4_0 = 0.0
cluster43_cluster4_1 = 0.0
cluster43_cluster4_2 = -0.0
cluster43_cluster7_0 = 0.0
cluster43_cluster7_1 = 0.0
cluster43_cluster7_2 = 1.0
cluster43_cluster12_0 = -0.0
cluster43_cluster12_1 = -0.0
cluster43_cluster12_2 = -0.0
cluster43_cluster15_0 = -0.0
cluster43_cluster15_1 = 2.0
cluster43_cluster15_2 = -0.0
cluster43_cluster37_0 = -0.0
cluster43_cluster37_1 = 1.0
cluster43_cluster37_2 = -0.0
cluster43_cluster38_0 = -0.0
cluster43_cluster38_1 = 0.0
cluster43_cluster38_2 = 1.0
cluster43_cluster44_0 = -0.0
cluster43_cluster44_1 = 0.0
cluster43_cluster44_2 = 0.0
cluster43_cluster49_0 = 0.0
cluster43_cluster49_1 = 0.0
cluster43_cluster49_2 = -0.0
cluster45_cluster4_0 = 0.0
cluster45_cluster4_1 = 0.0
cluster45_cluster4_2 = 0.0
cluster45_cluster7_0 = 0.0
cluster45_cluster7_1 = 0.0
cluster45_cluster7_2 = -0.0
cluster45_cluster12_0 = 0.0
cluster45_cluster12_1 = 0.0
cluster45_cluster12_2 = 1.0
cluster45_cluster15_0 = 0.0
cluster45_cluster15_1 = 1.0
cluster45_cluster15_2 = 0.0
cluster45_cluster37_0 = 0.0
cluster45_cluster37_1 = -0.0
cluster45_cluster37_2 = -0.0
cluster45_cluster38_0 = 0.0
cluster45_cluster38_1 = 0.0
cluster45_cluster38_2 = 2.0
cluster45_cluster44_0 = 0.0
cluster45_cluster44_1 = -0.0
cluster45_cluster44_2 = -0.0
cluster45_cluster49_0 = 0.0
cluster45_cluster49_1 = -0.0
cluster45_cluster49_2 = 1.0
cluster46_cluster4_0 = 0.0
cluster46_cluster4_1 = 0.0
cluster46_cluster4_2 = -0.0
cluster46_cluster7_0 = 0.0
cluster46_cluster7_1 = -0.0
cluster46_cluster7_2 = -0.0
cluster46_cluster12_0 = 0.0
cluster46_cluster12_1 = 1.0
cluster46_cluster12_2 = -0.0
cluster46_cluster15_0 = 0.0
cluster46_cluster15_1 = -0.0
cluster46_cluster15_2 = -0.0
cluster46_cluster37_0 = 0.0
cluster46_cluster37_1 = -0.0
cluster46_cluster37_2 = 1.0
cluster46_cluster38_0 = 0.0
cluster46_cluster38_1 = -0.0
cluster46_cluster38_2 = -0.0
cluster46_cluster44_0 = 0.0
cluster46_cluster44_1 = 0.0
cluster46_cluster44_2 = -0.0
cluster46_cluster49_0 = 0.0
cluster46_cluster49_1 = -0.0
cluster46_cluster49_2 = -0.0
cluster47_cluster4_0 = 0.0
cluster47_cluster4_1 = -0.0
cluster47_cluster4_2 = -0.0
cluster47_cluster7_0 = 0.0
cluster47_cluster7_1 = 1.0
cluster47_cluster7_2 = -0.0
cluster47_cluster12_0 = 0.0
cluster47_cluster12_1 = -0.0
cluster47_cluster12_2 = -0.0
cluster47_cluster15_0 = 0.0
cluster47_cluster15_1 = -0.0
cluster47_cluster15_2 = -0.0
cluster47_cluster37_0 = 0.0
cluster47_cluster37_1 = -0.0
cluster47_cluster37_2 = 0.0
cluster47_cluster38_0 = 0.0
cluster47_cluster38_1 = -0.0
cluster47_cluster38_2 = -0.0
cluster47_cluster44_0 = 0.0
cluster47_cluster44_1 = -0.0
cluster47_cluster44_2 = -0.0
cluster47_cluster49_0 = 0.0
cluster47_cluster49_1 = 0.0
cluster47_cluster49_2 = -0.0
cluster48_cluster4_0 = 0.0
cluster48_cluster4_1 = 0.0
cluster48_cluster4_2 = 0.0
cluster48_cluster7_0 = 0.0
cluster48_cluster7_1 = 0.0
cluster48_cluster7_2 = -0.0
cluster48_cluster12_0 = 0.0
cluster48_cluster12_1 = 1.0
cluster48_cluster12_2 = 1.0
cluster48_cluster15_0 = 0.0
cluster48_cluster15_1 = 0.0
cluster48_cluster15_2 = 2.0
cluster48_cluster37_0 = 0.0
cluster48_cluster37_1 = 0.0
cluster48_cluster37_2 = -0.0
cluster48_cluster38_0 = 0.0
cluster48_cluster38_1 = -0.0
cluster48_cluster38_2 = 1.0
cluster48_cluster44_0 = 0.0
cluster48_cluster44_1 = 1.0
cluster48_cluster44_2 = -0.0
cluster48_cluster49_0 = 0.0
cluster48_cluster49_1 = 0.0
cluster48_cluster49_2 = -0.0
avg_reward4_0 = 0.0
avg_reward4_1 = 92.83352279663086
avg_reward4_2 = 47.761642456054666
avg_reward7_0 = 44.92190361022949
avg_reward7_1 = 25.43632221221924
avg_reward7_2 = 181.15601348876953
avg_reward12_0 = 8.61886978149414
avg_reward12_1 = 24.925156593322754
avg_reward12_2 = 53.471784591674805
avg_reward15_0 = 13.497732639312744
avg_reward15_1 = 18.890890121459936
avg_reward15_2 = 0.0
avg_reward37_0 = 8.700532913208013
avg_reward37_1 = 25.346376419067383
avg_reward37_2 = 0.0
avg_reward38_0 = 8.601008892059326
avg_reward38_1 = 27.06699848175049
avg_reward38_2 = 45.02950859069824
avg_reward44_0 = 11.880689144134513
avg_reward44_1 = 24.90568447113037
avg_reward44_2 = 41.998985290527344
avg_reward49_0 = 10.254412174224854
avg_reward49_1 = 0.0
avg_reward49_2 = 37.55235099792483
