selected_num:22
selected decision variable:cluster0:[4,7,12,15,37,38,44,49],cluster1:[4,7,12,15,37,38,44,49],cluster2:[4,7],cluster3:[4,7,12,15,37,38,44,49],cluster4:[4,7,12,15,37,38,44,49],reward12:[1],reward15:[1],reward37:[1],reward38:[1],reward4:[1],reward44:[1],reward49:[1],reward7:[1]
cluster23_cluster44_0 = 0.0
cluster23_cluster44_1 = -0.0
cluster23_cluster44_2 = 1.0
cluster23_cluster49_0 = 0.0
cluster23_cluster49_1 = 0.0
cluster23_cluster49_2 = 0.0
cluster24_cluster4_0 = 0.0
cluster24_cluster4_1 = -0.0
cluster24_cluster4_2 = -0.0
cluster24_cluster7_0 = 0.0
cluster24_cluster7_1 = -0.0
cluster24_cluster7_2 = 1.0
cluster24_cluster12_0 = 0.0
cluster24_cluster12_1 = 0.0
cluster24_cluster12_2 = 2.0
cluster24_cluster15_0 = 0.0
cluster24_cluster15_1 = 0.0
cluster24_cluster15_2 = 1.0
cluster24_cluster37_0 = 0.0
cluster24_cluster37_1 = 0.0
cluster24_cluster37_2 = -0.0
cluster24_cluster38_0 = 0.0
cluster24_cluster38_1 = 0.0
cluster24_cluster38_2 = -0.0
cluster24_cluster44_0 = 0.0
cluster24_cluster44_1 = -0.0
cluster24_cluster44_2 = 0.0
cluster24_cluster49_0 = 0.0
cluster24_cluster49_1 = -0.0
cluster24_cluster49_2 = 0.0
cluster25_cluster4_0 = 0.0
cluster25_cluster4_1 = -0.0
cluster25_cluster4_2 = -0.0
cluster25_cluster7_0 = 0.0
cluster25_cluster7_1 = -0.0
cluster25_cluster7_2 = 1.0
cluster25_cluster12_0 = 1.0
cluster25_cluster12_1 = 0.0
cluster25_cluster12_2 = 0.0
cluster25_cluster15_0 = 0.0
cluster25_cluster15_1 = 1.0
cluster25_cluster15_2 = -0.0
cluster25_cluster37_0 = 0.0
cluster25_cluster37_1 = 2.0
cluster25_cluster37_2 = 0.0
cluster25_cluster38_0 = 0.0
cluster25_cluster38_1 = 0.0
cluster25_cluster38_2 = -0.0
cluster25_cluster44_0 = 0.0
cluster25_cluster44_1 = -0.0
cluster25_cluster44_2 = -0.0
cluster25_cluster49_0 = -0.0
cluster25_cluster49_1 = 0.0
cluster25_cluster49_2 = 0.0
cluster26_cluster4_0 = 0.0
cluster26_cluster4_1 = -0.0
cluster26_cluster4_2 = 0.0
cluster26_cluster7_0 = 0.0
cluster26_cluster7_1 = -0.0
cluster26_cluster7_2 = 0.0
cluster26_cluster12_0 = 0.0
cluster26_cluster12_1 = -0.0
cluster26_cluster12_2 = -0.0
cluster26_cluster15_0 = 1.0
cluster26_cluster15_1 = -0.0
cluster26_cluster15_2 = 0.0
cluster26_cluster37_0 = 0.0
cluster26_cluster37_1 = 1.0
cluster26_cluster37_2 = 1.0
cluster26_cluster38_0 = 0.0
cluster26_cluster38_1 = 0.0
cluster26_cluster38_2 = 0.0
cluster26_cluster44_0 = 0.0
cluster26_cluster44_1 = -0.0
cluster26_cluster44_2 = -0.0
cluster26_cluster49_0 = 0.0
cluster26_cluster49_1 = 0.0
cluster26_cluster49_2 = 0.0
cluster27_cluster4_0 = -0.0
cluster27_cluster4_1 = 0.0
cluster27_cluster4_2 = -0.0
cluster27_cluster7_0 = 0.0
cluster27_cluster7_1 = 0.0
cluster27_cluster7_2 = 0.0
cluster27_cluster12_0 = -0.0
cluster27_cluster12_1 = 0.0
cluster27_cluster12_2 = -0.0
cluster27_cluster15_0 = 0.0
cluster27_cluster15_1 = -0.0
cluster27_cluster15_2 = 0.0
cluster27_cluster37_0 = -0.0
cluster27_cluster37_1 = 1.0
cluster27_cluster37_2 = 1.0
cluster27_cluster38_0 = -0.0
cluster27_cluster38_1 = 1.0
cluster27_cluster38_2 = 1.0
cluster27_cluster44_0 = -0.0
cluster27_cluster44_1 = 0.0
cluster27_cluster44_2 = -0.0
cluster27_cluster49_0 = -0.0
cluster27_cluster49_1 = 0.0
cluster27_cluster49_2 = 0.0
cluster28_cluster4_0 = 0.0
cluster28_cluster4_1 = -0.0
cluster28_cluster4_2 = 0.0
cluster28_cluster7_0 = 0.0
cluster28_cluster7_1 = 0.0
cluster28_cluster7_2 = 0.0
cluster28_cluster12_0 = 0.0
cluster28_cluster12_1 = 0.0
cluster28_cluster12_2 = -0.0
cluster28_cluster15_0 = 0.0
cluster28_cluster15_1 = -0.0
cluster28_cluster15_2 = 0.0
cluster28_cluster37_0 = 0.0
cluster28_cluster37_1 = -0.0
cluster28_cluster37_2 = 0.0
cluster28_cluster38_0 = 0.0
cluster28_cluster38_1 = 0.0
cluster28_cluster38_2 = -0.0
cluster28_cluster44_0 = 0.0
cluster28_cluster44_1 = -0.0
cluster28_cluster44_2 = 1.0
cluster28_cluster49_0 = 0.0
cluster28_cluster49_1 = 0.0
cluster28_cluster49_2 = 0.0
cluster29_cluster4_0 = 0.0
cluster29_cluster4_1 = 0.0
cluster29_cluster4_2 = -0.0
cluster29_cluster7_0 = 0.0
cluster29_cluster7_1 = 0.0
cluster29_cluster7_2 = 0.0
cluster29_cluster12_0 = 0.0
cluster29_cluster12_1 = -0.0
cluster29_cluster12_2 = 0.0
cluster29_cluster15_0 = 0.0
cluster29_cluster15_1 = 1.0
cluster29_cluster15_2 = 1.0
cluster29_cluster37_0 = 0.0
cluster29_cluster37_1 = 0.0
cluster29_cluster37_2 = -0.0
cluster29_cluster38_0 = 0.0
cluster29_cluster38_1 = 0.0
cluster29_cluster38_2 = 0.0
cluster29_cluster44_0 = 0.0
cluster29_cluster44_1 = 0.0
cluster29_cluster44_2 = -0.0
cluster29_cluster49_0 = 0.0
cluster29_cluster49_1 = 1.0
cluster29_cluster49_2 = 2.0
cluster30_cluster4_0 = 0.0
cluster30_cluster4_1 = 2.0
cluster30_cluster4_2 = -0.0
cluster30_cluster7_0 = 0.0
cluster30_cluster7_1 = 0.0
cluster30_cluster7_2 = -0.0
cluster30_cluster12_0 = 0.0
cluster30_cluster12_1 = 1.0
cluster30_cluster12_2 = 1.0
cluster30_cluster15_0 = 0.0
cluster30_cluster15_1 = -0.0
cluster30_cluster15_2 = 3.0
cluster30_cluster37_0 = 0.0
cluster30_cluster37_1 = 0.0
cluster30_cluster37_2 = 3.0
cluster30_cluster38_0 = 0.0
cluster30_cluster38_1 = -0.0
cluster30_cluster38_2 = 0.0
cluster30_cluster44_0 = 0.0
cluster30_cluster44_1 = 1.0
cluster30_cluster44_2 = 1.0
cluster30_cluster49_0 = 0.0
cluster30_cluster49_1 = 1.0
cluster30_cluster49_2 = 0.0
cluster31_cluster4_0 = 0.0
cluster31_cluster4_1 = -0.0
cluster31_cluster4_2 = -0.0
cluster31_cluster7_0 = 0.0
cluster31_cluster7_1 = -0.0
cluster31_cluster7_2 = -0.0
cluster31_cluster12_0 = 0.0
cluster31_cluster12_1 = 1.0
cluster31_cluster12_2 = -0.0
cluster31_cluster15_0 = 0.0
cluster31_cluster15_1 = 0.0
cluster31_cluster15_2 = 1.0
cluster31_cluster37_0 = 0.0
cluster31_cluster37_1 = 0.0
cluster31_cluster37_2 = 0.0
cluster31_cluster38_0 = 0.0
cluster31_cluster38_1 = -0.0
cluster31_cluster38_2 = 2.0
cluster31_cluster44_0 = 0.0
cluster31_cluster44_1 = 2.0
cluster31_cluster44_2 = 0.0
cluster31_cluster49_0 = 0.0
cluster31_cluster49_1 = 0.0
cluster31_cluster49_2 = 1.0
cluster32_cluster4_0 = -0.0
cluster32_cluster4_1 = 0.0
cluster32_cluster4_2 = -0.0
cluster32_cluster7_0 = 0.0
cluster32_cluster7_1 = -0.0
cluster32_cluster7_2 = 2.0
cluster32_cluster12_0 = 1.0
cluster32_cluster12_1 = 1.0
cluster32_cluster12_2 = 1.0
cluster32_cluster15_0 = -0.0
cluster32_cluster15_1 = -0.0
cluster32_cluster15_2 = -0.0
cluster32_cluster37_0 = 0.0
cluster32_cluster37_1 = 1.0
cluster32_cluster37_2 = 0.0
cluster32_cluster38_0 = 0.0
cluster32_cluster38_1 = -0.0
cluster32_cluster38_2 = 0.0
cluster32_cluster44_0 = -0.0
cluster32_cluster44_1 = -0.0
cluster32_cluster44_2 = -0.0
cluster32_cluster49_0 = -0.0
cluster32_cluster49_1 = -0.0
cluster32_cluster49_2 = 0.0
cluster33_cluster4_0 = 0.0
cluster33_cluster4_1 = 0.0
cluster33_cluster4_2 = 0.0
cluster33_cluster7_0 = 0.0
cluster33_cluster7_1 = 0.0
cluster33_cluster7_2 = 0.0
cluster33_cluster12_0 = 0.0
cluster33_cluster12_1 = 1.0
cluster33_cluster12_2 = 1.0
cluster33_cluster15_0 = 0.0
cluster33_cluster15_1 = -0.0
cluster33_cluster15_2 = -0.0
cluster33_cluster37_0 = 0.0
cluster33_cluster37_1 = 1.0
cluster33_cluster37_2 = 0.0
cluster33_cluster38_0 = 0.0
cluster33_cluster38_1 = 1.0
cluster33_cluster38_2 = -0.0
cluster33_cluster44_0 = 0.0
cluster33_cluster44_1 = -0.0
cluster33_cluster44_2 = -0.0
cluster33_cluster49_0 = 0.0
cluster33_cluster49_1 = 0.0
cluster33_cluster49_2 = 1.0
cluster34_cluster4_0 = 0.0
cluster34_cluster4_1 = 0.0
cluster34_cluster4_2 = 0.0
cluster34_cluster7_0 = 0.0
cluster34_cluster7_1 = 0.0
cluster34_cluster7_2 = -0.0
cluster34_cluster12_0 = -0.0
cluster34_cluster12_1 = 0.0
cluster34_cluster12_2 = 1.0
cluster34_cluster15_0 = 0.0
cluster34_cluster15_1 = 0.0
cluster34_cluster15_2 = 0.0
cluster34_cluster37_0 = 0.0
cluster34_cluster37_1 = 0.0
cluster34_cluster37_2 = 0.0
cluster34_cluster38_0 = 1.0
cluster34_cluster38_1 = 0.0
cluster34_cluster38_2 = -0.0
cluster34_cluster44_0 = 0.0
cluster34_cluster44_1 = -0.0
cluster34_cluster44_2 = -0.0
cluster34_cluster49_0 = -0.0
cluster34_cluster49_1 = -0.0
cluster34_cluster49_2 = 0.0
cluster35_cluster4_0 = 0.0
cluster35_cluster4_1 = 0.0
cluster35_cluster4_2 = 2.0
cluster35_cluster7_0 = 0.0
cluster35_cluster7_1 = 1.0
cluster35_cluster7_2 = -0.0
cluster35_cluster12_0 = 0.0
cluster35_cluster12_1 = 1.0
cluster35_cluster12_2 = -0.0
cluster35_cluster15_0 = 0.0
cluster35_cluster15_1 = 1.0
cluster35_cluster15_2 = 0.0
cluster35_cluster37_0 = 0.0
cluster35_cluster37_1 = -0.0
cluster35_cluster37_2 = 0.0
cluster35_cluster38_0 = 0.0
cluster35_cluster38_1 = -0.0
cluster35_cluster38_2 = -0.0
cluster35_cluster44_0 = 0.0
cluster35_cluster44_1 = 0.0
cluster35_cluster44_2 = -0.0
cluster35_cluster49_0 = 0.0
cluster35_cluster49_1 = 2.0
cluster35_cluster49_2 = 1.0
cluster36_cluster4_0 = -0.0
cluster36_cluster4_1 = 1.0
cluster36_cluster4_2 = 2.0
cluster36_cluster7_0 = -0.0
cluster36_cluster7_1 = 5.0
cluster36_cluster7_2 = -0.0
cluster36_cluster12_0 = -0.0
cluster36_cluster12_1 = 11.0
cluster36_cluster12_2 = 10.0
cluster36_cluster15_0 = -0.0
cluster36_cluster15_1 = 4.0
cluster36_cluster15_2 = 0.0
cluster36_cluster37_0 = -0.0
cluster36_cluster37_1 = -0.0
cluster36_cluster37_2 = -0.0
cluster36_cluster38_0 = -0.0
cluster36_cluster38_1 = 17.0
cluster36_cluster38_2 = 4.0
cluster36_cluster44_0 = -0.0
cluster36_cluster44_1 = 9.0
cluster36_cluster44_2 = 9.0
cluster36_cluster49_0 = -0.0
cluster36_cluster49_1 = 4.0
cluster36_cluster49_2 = 2.0
cluster39_cluster4_0 = 0.0
cluster39_cluster4_1 = 0.0
cluster39_cluster4_2 = -0.0
cluster39_cluster7_0 = 0.0
cluster39_cluster7_1 = -0.0
cluster39_cluster7_2 = 0.0
cluster39_cluster12_0 = 0.0
cluster39_cluster12_1 = -0.0
cluster39_cluster12_2 = 3.0
cluster39_cluster15_0 = 0.0
cluster39_cluster15_1 = 1.0
cluster39_cluster15_2 = -0.0
cluster39_cluster37_0 = 0.0
cluster39_cluster37_1 = 0.0
cluster39_cluster37_2 = 0.0
cluster39_cluster38_0 = 0.0
cluster39_cluster38_1 = 1.0
cluster39_cluster38_2 = 0.0
cluster39_cluster44_0 = 0.0
cluster39_cluster44_1 = 1.0
cluster39_cluster44_2 = -0.0
cluster39_cluster49_0 = -0.0
cluster39_cluster49_1 = 0.0
cluster39_cluster49_2 = 0.0
cluster40_cluster4_0 = -0.0
cluster40_cluster4_1 = -0.0
cluster40_cluster4_2 = 0.0
cluster40_cluster7_0 = 0.0
cluster40_cluster7_1 = -0.0
cluster40_cluster7_2 = 1.0
cluster40_cluster12_0 = 1.0
cluster40_cluster12_1 = 1.0
cluster40_cluster12_2 = -0.0
cluster40_cluster15_0 = -0.0
cluster40_cluster15_1 = 0.0
cluster40_cluster15_2 = 0.0
cluster40_cluster37_0 = 0.0
cluster40_cluster37_1 = 0.0
cluster40_cluster37_2 = 1.0
cluster40_cluster38_0 = -0.0
cluster40_cluster38_1 = 1.0
cluster40_cluster38_2 = 1.0
cluster40_cluster44_0 = -0.0
cluster40_cluster44_1 = -0.0
cluster40_cluster44_2 = -0.0
cluster40_cluster49_0 = -0.0
cluster40_cluster49_1 = 0.0
cluster40_cluster49_2 = -0.0
cluster41_cluster4_0 = 0.0
cluster41_cluster4_1 = -0.0
cluster41_cluster4_2 = 0.0
cluster41_cluster7_0 = 0.0
cluster41_cluster7_1 = 1.0
cluster41_cluster7_2 = -0.0
cluster41_cluster12_0 = 0.0
cluster41_cluster12_1 = -0.0
cluster41_cluster12_2 = -0.0
cluster41_cluster15_0 = 0.0
cluster41_cluster15_1 = -0.0
cluster41_cluster15_2 = -0.0
cluster41_cluster37_0 = 0.0
cluster41_cluster37_1 = 0.0
cluster41_cluster37_2 = -0.0
cluster41_cluster38_0 = 0.0
cluster41_cluster38_1 = 2.0
cluster41_cluster38_2 = 1.0
cluster41_cluster44_0 = 0.0
cluster41_cluster44_1 = 1.0
cluster41_cluster44_2 = -0.0
cluster41_cluster49_0 = 0.0
cluster41_cluster49_1 = 0.0
cluster41_cluster49_2 = 0.0
cluster42_cluster4_0 = 0.0
cluster42_cluster4_1 = -0.0
cluster42_cluster4_2 = 0.0
cluster42_cluster7_0 = 0.0
cluster42_cluster7_1 = 1.0
cluster42_cluster7_2 = 1.0
cluster42_cluster12_0 = 0.0
cluster42_cluster12_1 = 1.0
cluster42_cluster12_2 = 0.0
cluster42_cluster15_0 = 0.0
cluster42_cluster15_1 = 1.0
cluster42_cluster15_2 = -0.0
cluster42_cluster37_0 = 0.0
cluster42_cluster37_1 = -0.0
cluster42_cluster37_2 = 1.0
cluster42_cluster38_0 = 0.0
cluster42_cluster38_1 = 0.0
cluster42_cluster38_2 = 1.0
cluster42_cluster44_0 = 0.0
cluster42_cluster44_1 = -0.0
cluster42_cluster44_2 = -0.0
cluster42_cluster49_0 = 0.0
cluster42_cluster49_1 = 1.0
cluster42_cluster49_2 = -0.0
cluster43_cluster4_0 = 0.0
cluster43_cluster4_1 = 0.0
cluster43_cluster4_2 = 1.0
cluster43_cluster7_0 = 0.0
cluster43_cluster7_1 = 0.0
cluster43_cluster7_2 = -0.0
cluster43_cluster12_0 = 0.0
cluster43_cluster12_1 = 0.0
cluster43_cluster12_2 = 0.0
cluster43_cluster15_0 = 0.0
cluster43_cluster15_1 = 2.0
cluster43_cluster15_2 = -0.0
cluster43_cluster37_0 = 0.0
cluster43_cluster37_1 = 0.0
cluster43_cluster37_2 = -0.0
cluster43_cluster38_0 = 0.0
cluster43_cluster38_1 = 1.0
cluster43_cluster38_2 = 1.0
cluster43_cluster44_0 = 0.0
cluster43_cluster44_1 = 1.0
cluster43_cluster44_2 = 0.0
cluster43_cluster49_0 = 0.0
cluster43_cluster49_1 = -0.0
cluster43_cluster49_2 = -0.0
cluster45_cluster4_0 = 0.0
cluster45_cluster4_1 = 1.0
cluster45_cluster4_2 = -0.0
cluster45_cluster7_0 = 0.0
cluster45_cluster7_1 = -0.0
cluster45_cluster7_2 = -0.0
cluster45_cluster12_0 = 0.0
cluster45_cluster12_1 = 1.0
cluster45_cluster12_2 = 1.0
cluster45_cluster15_0 = 0.0
cluster45_cluster15_1 = -0.0
cluster45_cluster15_2 = -0.0
cluster45_cluster37_0 = 0.0
cluster45_cluster37_1 = -0.0
cluster45_cluster37_2 = -0.0
cluster45_cluster38_0 = 0.0
cluster45_cluster38_1 = 1.0
cluster45_cluster38_2 = 0.0
cluster45_cluster44_0 = 0.0
cluster45_cluster44_1 = -0.0
cluster45_cluster44_2 = -0.0
cluster45_cluster49_0 = 0.0
cluster45_cluster49_1 = -0.0
cluster45_cluster49_2 = 1.0
cluster46_cluster4_0 = -0.0
cluster46_cluster4_1 = -0.0
cluster46_cluster4_2 = 2.0
cluster46_cluster7_0 = -0.0
cluster46_cluster7_1 = -0.0
cluster46_cluster7_2 = 1.0
cluster46_cluster12_0 = -0.0
cluster46_cluster12_1 = -0.0
cluster46_cluster12_2 = -0.0
cluster46_cluster15_0 = -0.0
cluster46_cluster15_1 = 1.0
cluster46_cluster15_2 = -0.0
cluster46_cluster37_0 = -0.0
cluster46_cluster37_1 = -0.0
cluster46_cluster37_2 = 0.0
cluster46_cluster38_0 = -0.0
cluster46_cluster38_1 = 0.0
cluster46_cluster38_2 = 1.0
cluster46_cluster44_0 = -0.0
cluster46_cluster44_1 = 0.0
cluster46_cluster44_2 = -0.0
cluster46_cluster49_0 = -0.0
cluster46_cluster49_1 = 0.0
cluster46_cluster49_2 = -0.0
cluster47_cluster4_0 = 0.0
cluster47_cluster4_1 = 0.0
cluster47_cluster4_2 = 0.0
cluster47_cluster7_0 = 0.0
cluster47_cluster7_1 = -0.0
cluster47_cluster7_2 = -0.0
cluster47_cluster12_0 = 0.0
cluster47_cluster12_1 = 0.0
cluster47_cluster12_2 = 0.0
cluster47_cluster15_0 = 0.0
cluster47_cluster15_1 = 0.0
cluster47_cluster15_2 = 1.0
cluster47_cluster37_0 = 0.0
cluster47_cluster37_1 = 1.0
cluster47_cluster37_2 = 0.0
cluster47_cluster38_0 = 0.0
cluster47_cluster38_1 = 1.0
cluster47_cluster38_2 = 1.0
cluster47_cluster44_0 = 0.0
cluster47_cluster44_1 = 0.0
cluster47_cluster44_2 = 0.0
cluster47_cluster49_0 = 0.0
cluster47_cluster49_1 = -0.0
cluster47_cluster49_2 = 0.0
cluster48_cluster4_0 = -0.0
cluster48_cluster4_1 = 0.0
cluster48_cluster4_2 = 1.0
cluster48_cluster7_0 = 0.0
cluster48_cluster7_1 = -0.0
cluster48_cluster7_2 = 1.0
cluster48_cluster12_0 = 0.0
cluster48_cluster12_1 = 0.0
cluster48_cluster12_2 = -0.0
cluster48_cluster15_0 = 1.0
cluster48_cluster15_1 = 1.0
cluster48_cluster15_2 = -0.0
cluster48_cluster37_0 = 0.0
cluster48_cluster37_1 = 0.0
cluster48_cluster37_2 = -0.0
cluster48_cluster38_0 = 0.0
cluster48_cluster38_1 = 0.0
cluster48_cluster38_2 = -0.0
cluster48_cluster44_0 = 0.0
cluster48_cluster44_1 = 0.0
cluster48_cluster44_2 = 0.0
cluster48_cluster49_0 = -0.0
cluster48_cluster49_1 = -0.0
cluster48_cluster49_2 = 0.0
avg_reward4_0 = 8.986671924591064
avg_reward4_1 = 25.568270683288574
avg_reward4_2 = 26.360386848449707
avg_reward7_0 = 8.868213653564453
avg_reward7_1 = 23.390029907226562
avg_reward7_2 = 38.4323616027832
avg_reward12_0 = 19.11131000518799
avg_reward12_1 = 25.215059280395508
avg_reward12_2 = 46.08668327331543
avg_reward15_0 = 8.557699203491211
avg_reward15_1 = 22.716732501983643
avg_reward15_2 = 43.294036865234375
avg_reward37_0 = 11.591473579406738
avg_reward37_1 = 20.665874481201172
avg_reward37_2 = 46.557634353637695
avg_reward38_0 = 10.061320304870605
avg_reward38_1 = 23.789420127868652
avg_reward38_2 = 40.02319145202637
avg_reward44_0 = 11.423008918762207
avg_reward44_1 = 16.323198795318604
avg_reward44_2 = 61.93022918701172
avg_reward49_0 = 8.237777471542358
avg_reward49_1 = 22.63312530517578
avg_reward49_2 = 33.52367401123047
