selected_num:8
selected decision variable:cluster0:[1,2,...,27],cluster1:[1,2,...,27],...,reward12:[1],reward15:[1],reward37:[1],reward38:[1],reward4:[1],reward44:[1],reward49:[1],reward7:[1]
cluster24_cluster7_2 = -0.0
cluster24_cluster12_0 = 0.0
cluster24_cluster12_1 = 0.0
cluster24_cluster12_2 = 0.0
cluster24_cluster15_0 = 0.0
cluster24_cluster15_1 = 0.0
cluster24_cluster15_2 = 0.0
cluster24_cluster37_0 = 0.0
cluster24_cluster37_1 = 0.0
cluster24_cluster37_2 = 1.0
cluster24_cluster38_0 = 0.0
cluster24_cluster38_1 = -0.0
cluster24_cluster38_2 = 0.0
cluster24_cluster44_0 = 0.0
cluster24_cluster44_1 = 0.0
cluster24_cluster44_2 = 0.0
cluster24_cluster49_0 = 0.0
cluster24_cluster49_1 = -0.0
cluster24_cluster49_2 = 0.0
cluster25_cluster4_0 = 0.0
cluster25_cluster4_1 = 0.0
cluster25_cluster4_2 = 0.0
cluster25_cluster7_0 = -0.0
cluster25_cluster7_1 = 0.0
cluster25_cluster7_2 = 0.0
cluster25_cluster12_0 = 0.0
cluster25_cluster12_1 = 1.0
cluster25_cluster12_2 = -0.0
cluster25_cluster15_0 = 0.0
cluster25_cluster15_1 = 2.0
cluster25_cluster15_2 = 0.0
cluster25_cluster37_0 = 1.0
cluster25_cluster37_1 = 0.0
cluster25_cluster37_2 = -0.0
cluster25_cluster38_0 = 1.0
cluster25_cluster38_1 = 0.0
cluster25_cluster38_2 = 1.0
cluster25_cluster44_0 = 0.0
cluster25_cluster44_1 = 0.0
cluster25_cluster44_2 = 0.0
cluster25_cluster49_0 = 0.0
cluster25_cluster49_1 = 0.0
cluster25_cluster49_2 = -0.0
cluster26_cluster4_0 = 0.0
cluster26_cluster4_1 = -0.0
cluster26_cluster4_2 = 1.0
cluster26_cluster7_0 = 0.0
cluster26_cluster7_1 = 1.0
cluster26_cluster7_2 = 0.0
cluster26_cluster12_0 = 0.0
cluster26_cluster12_1 = 0.0
cluster26_cluster12_2 = 0.0
cluster26_cluster15_0 = 0.0
cluster26_cluster15_1 = 1.0
cluster26_cluster15_2 = 1.0
cluster26_cluster37_0 = 1.0
cluster26_cluster37_1 = 1.0
cluster26_cluster37_2 = 0.0
cluster26_cluster38_0 = 0.0
cluster26_cluster38_1 = 0.0
cluster26_cluster38_2 = 0.0
cluster26_cluster44_0 = 0.0
cluster26_cluster44_1 = -0.0
cluster26_cluster44_2 = 1.0
cluster26_cluster49_0 = -0.0
cluster26_cluster49_1 = 0.0
cluster26_cluster49_2 = 0.0
cluster27_cluster4_0 = 0.0
cluster27_cluster4_1 = 0.0
cluster27_cluster4_2 = 0.0
cluster27_cluster7_0 = 0.0
cluster27_cluster7_1 = 0.0
cluster27_cluster7_2 = 0.0
cluster27_cluster12_0 = 0.0
cluster27_cluster12_1 = 0.0
cluster27_cluster12_2 = 0.0
cluster27_cluster15_0 = 0.0
cluster27_cluster15_1 = -0.0
cluster27_cluster15_2 = 1.0
cluster27_cluster37_0 = 0.0
cluster27_cluster37_1 = 0.0
cluster27_cluster37_2 = 0.0
cluster27_cluster38_0 = 0.0
cluster27_cluster38_1 = 0.0
cluster27_cluster38_2 = 0.0
cluster27_cluster44_0 = 0.0
cluster27_cluster44_1 = 1.0
cluster27_cluster44_2 = 0.0
cluster27_cluster49_0 = 0.0
cluster27_cluster49_1 = -0.0
cluster27_cluster49_2 = 0.0
cluster28_cluster4_0 = 0.0
cluster28_cluster4_1 = 0.0
cluster28_cluster4_2 = 0.0
cluster28_cluster7_0 = -0.0
cluster28_cluster7_1 = 0.0
cluster28_cluster7_2 = 1.0
cluster28_cluster12_0 = 0.0
cluster28_cluster12_1 = 0.0
cluster28_cluster12_2 = 0.0
cluster28_cluster15_0 = 0.0
cluster28_cluster15_1 = 1.0
cluster28_cluster15_2 = 0.0
cluster28_cluster37_0 = 0.0
cluster28_cluster37_1 = 0.0
cluster28_cluster37_2 = 1.0
cluster28_cluster38_0 = 0.0
cluster28_cluster38_1 = -0.0
cluster28_cluster38_2 = 1.0
cluster28_cluster44_0 = -0.0
cluster28_cluster44_1 = 0.0
cluster28_cluster44_2 = -0.0
cluster28_cluster49_0 = 0.0
cluster28_cluster49_1 = 0.0
cluster28_cluster49_2 = 0.0
cluster29_cluster4_0 = 0.0
cluster29_cluster4_1 = 0.0
cluster29_cluster4_2 = 1.0
cluster29_cluster7_0 = 0.0
cluster29_cluster7_1 = -0.0
cluster29_cluster7_2 = 0.0
cluster29_cluster12_0 = 0.0
cluster29_cluster12_1 = 1.0
cluster29_cluster12_2 = 1.0
cluster29_cluster15_0 = 0.0
cluster29_cluster15_1 = 0.0
cluster29_cluster15_2 = -0.0
cluster29_cluster37_0 = 0.0
cluster29_cluster37_1 = -0.0
cluster29_cluster37_2 = 0.0
cluster29_cluster38_0 = 0.0
cluster29_cluster38_1 = -0.0
cluster29_cluster38_2 = 1.0
cluster29_cluster44_0 = 0.0
cluster29_cluster44_1 = 0.0
cluster29_cluster44_2 = 0.0
cluster29_cluster49_0 = 0.0
cluster29_cluster49_1 = 0.0
cluster29_cluster49_2 = -0.0
cluster30_cluster4_0 = 0.0
cluster30_cluster4_1 = -0.0
cluster30_cluster4_2 = -0.0
cluster30_cluster7_0 = 0.0
cluster30_cluster7_1 = -0.0
cluster30_cluster7_2 = 0.0
cluster30_cluster12_0 = 0.0
cluster30_cluster12_1 = 1.0
cluster30_cluster12_2 = 1.0
cluster30_cluster15_0 = 0.0
cluster30_cluster15_1 = 1.0
cluster30_cluster15_2 = 0.0
cluster30_cluster37_0 = 0.0
cluster30_cluster37_1 = -0.0
cluster30_cluster37_2 = 4.0
cluster30_cluster38_0 = 0.0
cluster30_cluster38_1 = 0.0
cluster30_cluster38_2 = 0.0
cluster30_cluster44_0 = 0.0
cluster30_cluster44_1 = 0.0
cluster30_cluster44_2 = 0.0
cluster30_cluster49_0 = 0.0
cluster30_cluster49_1 = 0.0
cluster30_cluster49_2 = -0.0
cluster31_cluster4_0 = -0.0
cluster31_cluster4_1 = 0.0
cluster31_cluster4_2 = 0.0
cluster31_cluster7_0 = 0.0
cluster31_cluster7_1 = 1.0
cluster31_cluster7_2 = 0.0
cluster31_cluster12_0 = 1.0
cluster31_cluster12_1 = 0.0
cluster31_cluster12_2 = 1.0
cluster31_cluster15_0 = -0.0
cluster31_cluster15_1 = -0.0
cluster31_cluster15_2 = -0.0
cluster31_cluster37_0 = -0.0
cluster31_cluster37_1 = -0.0
cluster31_cluster37_2 = 1.0
cluster31_cluster38_0 = 0.0
cluster31_cluster38_1 = -0.0
cluster31_cluster38_2 = 1.0
cluster31_cluster44_0 = -0.0
cluster31_cluster44_1 = 0.0
cluster31_cluster44_2 = 1.0
cluster31_cluster49_0 = -0.0
cluster31_cluster49_1 = -0.0
cluster31_cluster49_2 = 0.0
cluster32_cluster4_0 = 0.0
cluster32_cluster4_1 = -0.0
cluster32_cluster4_2 = 0.0
cluster32_cluster7_0 = 0.0
cluster32_cluster7_1 = 0.0
cluster32_cluster7_2 = 0.0
cluster32_cluster12_0 = 0.0
cluster32_cluster12_1 = 0.0
cluster32_cluster12_2 = 0.0
cluster32_cluster15_0 = 0.0
cluster32_cluster15_1 = 1.0
cluster32_cluster15_2 = 1.0
cluster32_cluster37_0 = 0.0
cluster32_cluster37_1 = 0.0
cluster32_cluster37_2 = 0.0
cluster32_cluster38_0 = 0.0
cluster32_cluster38_1 = 0.0
cluster32_cluster38_2 = -0.0
cluster32_cluster44_0 = 0.0
cluster32_cluster44_1 = 0.0
cluster32_cluster44_2 = 0.0
cluster32_cluster49_0 = 0.0
cluster32_cluster49_1 = 1.0
cluster32_cluster49_2 = -0.0
cluster33_cluster4_0 = 0.0
cluster33_cluster4_1 = 0.0
cluster33_cluster4_2 = 0.0
cluster33_cluster7_0 = 0.0
cluster33_cluster7_1 = -0.0
cluster33_cluster7_2 = 0.0
cluster33_cluster12_0 = 0.0
cluster33_cluster12_1 = 1.0
cluster33_cluster12_2 = 0.0
cluster33_cluster15_0 = 0.0
cluster33_cluster15_1 = -0.0
cluster33_cluster15_2 = 1.0
cluster33_cluster37_0 = 0.0
cluster33_cluster37_1 = -0.0
cluster33_cluster37_2 = 0.0
cluster33_cluster38_0 = 0.0
cluster33_cluster38_1 = 0.0
cluster33_cluster38_2 = 0.0
cluster33_cluster44_0 = 0.0
cluster33_cluster44_1 = 1.0
cluster33_cluster44_2 = 1.0
cluster33_cluster49_0 = 0.0
cluster33_cluster49_1 = -0.0
cluster33_cluster49_2 = -0.0
cluster34_cluster4_0 = -0.0
cluster34_cluster4_1 = 0.0
cluster34_cluster4_2 = 0.0
cluster34_cluster7_0 = -0.0
cluster34_cluster7_1 = 0.0
cluster34_cluster7_2 = -0.0
cluster34_cluster12_0 = -0.0
cluster34_cluster12_1 = -0.0
cluster34_cluster12_2 = -0.0
cluster34_cluster15_0 = -0.0
cluster34_cluster15_1 = 0.0
cluster34_cluster15_2 = 0.0
cluster34_cluster37_0 = -0.0
cluster34_cluster37_1 = 1.0
cluster34_cluster37_2 = -0.0
cluster34_cluster38_0 = -0.0
cluster34_cluster38_1 = 0.0
cluster34_cluster38_2 = -0.0
cluster34_cluster44_0 = -0.0
cluster34_cluster44_1 = 0.0
cluster34_cluster44_2 = 1.0
cluster34_cluster49_0 = -0.0
cluster34_cluster49_1 = 0.0
cluster34_cluster49_2 = -0.0
cluster35_cluster4_0 = 0.0
cluster35_cluster4_1 = 0.0
cluster35_cluster4_2 = 0.0
cluster35_cluster7_0 = 0.0
cluster35_cluster7_1 = 0.0
cluster35_cluster7_2 = 1.0
cluster35_cluster12_0 = 0.0
cluster35_cluster12_1 = 0.0
cluster35_cluster12_2 = 0.0
cluster35_cluster15_0 = 0.0
cluster35_cluster15_1 = 0.0
cluster35_cluster15_2 = -0.0
cluster35_cluster37_0 = 0.0
cluster35_cluster37_1 = 0.0
cluster35_cluster37_2 = 0.0
cluster35_cluster38_0 = 0.0
cluster35_cluster38_1 = 2.0
cluster35_cluster38_2 = -0.0
cluster35_cluster44_0 = 0.0
cluster35_cluster44_1 = 0.0
cluster35_cluster44_2 = 1.0
cluster35_cluster49_0 = 0.0
cluster35_cluster49_1 = -0.0
cluster35_cluster49_2 = -0.0
cluster36_cluster4_0 = -0.0
cluster36_cluster4_1 = 7.0
cluster36_cluster4_2 = -0.0
cluster36_cluster7_0 = -0.0
cluster36_cluster7_1 = 1.0
cluster36_cluster7_2 = 0.0
cluster36_cluster12_0 = -0.0
cluster36_cluster12_1 = -0.0
cluster36_cluster12_2 = 25.0
cluster36_cluster15_0 = -0.0
cluster36_cluster15_1 = 3.0
cluster36_cluster15_2 = 12.0
cluster36_cluster37_0 = -0.0
cluster36_cluster37_1 = 3.0
cluster36_cluster37_2 = 0.0
cluster36_cluster38_0 = -0.0
cluster36_cluster38_1 = 4.0
cluster36_cluster38_2 = 3.0
cluster36_cluster44_0 = -0.0
cluster36_cluster44_1 = 0.0
cluster36_cluster44_2 = 2.0
cluster36_cluster49_0 = -0.0
cluster36_cluster49_1 = 0.0
cluster36_cluster49_2 = 0.0
cluster39_cluster4_0 = 0.0
cluster39_cluster4_1 = 1.0
cluster39_cluster4_2 = -0.0
cluster39_cluster7_0 = 0.0
cluster39_cluster7_1 = 0.0
cluster39_cluster7_2 = 0.0
cluster39_cluster12_0 = 0.0
cluster39_cluster12_1 = -0.0
cluster39_cluster12_2 = 0.0
cluster39_cluster15_0 = 0.0
cluster39_cluster15_1 = -0.0
cluster39_cluster15_2 = -0.0
cluster39_cluster37_0 = 0.0
cluster39_cluster37_1 = 1.0
cluster39_cluster37_2 = 1.0
cluster39_cluster38_0 = 0.0
cluster39_cluster38_1 = -0.0
cluster39_cluster38_2 = 1.0
cluster39_cluster44_0 = 0.0
cluster39_cluster44_1 = 0.0
cluster39_cluster44_2 = 0.0
cluster39_cluster49_0 = 0.0
cluster39_cluster49_1 = -0.0
cluster39_cluster49_2 = -0.0
cluster40_cluster4_0 = 0.0
cluster40_cluster4_1 = -0.0
cluster40_cluster4_2 = -0.0
cluster40_cluster7_0 = 0.0
cluster40_cluster7_1 = 0.0
cluster40_cluster7_2 = 0.0
cluster40_cluster12_0 = 0.0
cluster40_cluster12_1 = 0.0
cluster40_cluster12_2 = -0.0
cluster40_cluster15_0 = 0.0
cluster40_cluster15_1 = 1.0
cluster40_cluster15_2 = -0.0
cluster40_cluster37_0 = 0.0
cluster40_cluster37_1 = -0.0
cluster40_cluster37_2 = -0.0
cluster40_cluster38_0 = 0.0
cluster40_cluster38_1 = 0.0
cluster40_cluster38_2 = -0.0
cluster40_cluster44_0 = 0.0
cluster40_cluster44_1 = 1.0
cluster40_cluster44_2 = 0.0
cluster40_cluster49_0 = 0.0
cluster40_cluster49_1 = -0.0
cluster40_cluster49_2 = -0.0
cluster41_cluster4_0 = 0.0
cluster41_cluster4_1 = -0.0
cluster41_cluster4_2 = 0.0
cluster41_cluster7_0 = 0.0
cluster41_cluster7_1 = 1.0
cluster41_cluster7_2 = -0.0
cluster41_cluster12_0 = 0.0
cluster41_cluster12_1 = 0.0
cluster41_cluster12_2 = -0.0
cluster41_cluster15_0 = 0.0
cluster41_cluster15_1 = -0.0
cluster41_cluster15_2 = 1.0
cluster41_cluster37_0 = 0.0
cluster41_cluster37_1 = 0.0
cluster41_cluster37_2 = 0.0
cluster41_cluster38_0 = 0.0
cluster41_cluster38_1 = 1.0
cluster41_cluster38_2 = -0.0
cluster41_cluster44_0 = 0.0
cluster41_cluster44_1 = 0.0
cluster41_cluster44_2 = -0.0
cluster41_cluster49_0 = 0.0
cluster41_cluster49_1 = 1.0
cluster41_cluster49_2 = -0.0
cluster42_cluster4_0 = 0.0
cluster42_cluster4_1 = -0.0
cluster42_cluster4_2 = 0.0
cluster42_cluster7_0 = 0.0
cluster42_cluster7_1 = 0.0
cluster42_cluster7_2 = 1.0
cluster42_cluster12_0 = 0.0
cluster42_cluster12_1 = 0.0
cluster42_cluster12_2 = 1.0
cluster42_cluster15_0 = 0.0
cluster42_cluster15_1 = -0.0
cluster42_cluster15_2 = -0.0
cluster42_cluster37_0 = 0.0
cluster42_cluster37_1 = 0.0
cluster42_cluster37_2 = 1.0
cluster42_cluster38_0 = 0.0
cluster42_cluster38_1 = 0.0
cluster42_cluster38_2 = -0.0
cluster42_cluster44_0 = 1.0
cluster42_cluster44_1 = 1.0
cluster42_cluster44_2 = -0.0
cluster42_cluster49_0 = 0.0
cluster42_cluster49_1 = 0.0
cluster42_cluster49_2 = 0.0
cluster43_cluster4_0 = 0.0
cluster43_cluster4_1 = -0.0
cluster43_cluster4_2 = 2.0
cluster43_cluster7_0 = 0.0
cluster43_cluster7_1 = 1.0
cluster43_cluster7_2 = -0.0
cluster43_cluster12_0 = 0.0
cluster43_cluster12_1 = -0.0
cluster43_cluster12_2 = -0.0
cluster43_cluster15_0 = 0.0
cluster43_cluster15_1 = 0.0
cluster43_cluster15_2 = 0.0
cluster43_cluster37_0 = 0.0
cluster43_cluster37_1 = -0.0
cluster43_cluster37_2 = -0.0
cluster43_cluster38_0 = 0.0
cluster43_cluster38_1 = 0.0
cluster43_cluster38_2 = 2.0
cluster43_cluster44_0 = 0.0
cluster43_cluster44_1 = -0.0
cluster43_cluster44_2 = -0.0
cluster43_cluster49_0 = 0.0
cluster43_cluster49_1 = 0.0
cluster43_cluster49_2 = 2.0
cluster45_cluster4_0 = 0.0
cluster45_cluster4_1 = 0.0
cluster45_cluster4_2 = 0.0
cluster45_cluster7_0 = 0.0
cluster45_cluster7_1 = 0.0
cluster45_cluster7_2 = -0.0
cluster45_cluster12_0 = 0.0
cluster45_cluster12_1 = 0.0
cluster45_cluster12_2 = 0.0
cluster45_cluster15_0 = 0.0
cluster45_cluster15_1 = 0.0
cluster45_cluster15_2 = -0.0
cluster45_cluster37_0 = -0.0
cluster45_cluster37_1 = 1.0
cluster45_cluster37_2 = 1.0
cluster45_cluster38_0 = -0.0
cluster45_cluster38_1 = 0.0
cluster45_cluster38_2 = 0.0
cluster45_cluster44_0 = -0.0
cluster45_cluster44_1 = 0.0
cluster45_cluster44_2 = 0.0
cluster45_cluster49_0 = -0.0
cluster45_cluster49_1 = 0.0
cluster45_cluster49_2 = 0.0
cluster46_cluster4_0 = 0.0
cluster46_cluster4_1 = 0.0
cluster46_cluster4_2 = 0.0
cluster46_cluster7_0 = 0.0
cluster46_cluster7_1 = 0.0
cluster46_cluster7_2 = 1.0
cluster46_cluster12_0 = 0.0
cluster46_cluster12_1 = 0.0
cluster46_cluster12_2 = 1.0
cluster46_cluster15_0 = 0.0
cluster46_cluster15_1 = -0.0
cluster46_cluster15_2 = 0.0
cluster46_cluster37_0 = 0.0
cluster46_cluster37_1 = 0.0
cluster46_cluster37_2 = 0.0
cluster46_cluster38_0 = 0.0
cluster46_cluster38_1 = 0.0
cluster46_cluster38_2 = 0.0
cluster46_cluster44_0 = 0.0
cluster46_cluster44_1 = 1.0
cluster46_cluster44_2 = 0.0
cluster46_cluster49_0 = 0.0
cluster46_cluster49_1 = -0.0
cluster46_cluster49_2 = 1.0
cluster47_cluster4_0 = -0.0
cluster47_cluster4_1 = 0.0
cluster47_cluster4_2 = -0.0
cluster47_cluster7_0 = -0.0
cluster47_cluster7_1 = 2.0
cluster47_cluster7_2 = 0.0
cluster47_cluster12_0 = 0.0
cluster47_cluster12_1 = 1.0
cluster47_cluster12_2 = 1.0
cluster47_cluster15_0 = -0.0
cluster47_cluster15_1 = 0.0
cluster47_cluster15_2 = 0.0
cluster47_cluster37_0 = 0.0
cluster47_cluster37_1 = 0.0
cluster47_cluster37_2 = 0.0
cluster47_cluster38_0 = 0.0
cluster47_cluster38_1 = 0.0
cluster47_cluster38_2 = 2.0
cluster47_cluster44_0 = 0.0
cluster47_cluster44_1 = -0.0
cluster47_cluster44_2 = 1.0
cluster47_cluster49_0 = 0.0
cluster47_cluster49_1 = -0.0
cluster47_cluster49_2 = 0.0
cluster48_cluster4_0 = -0.0
cluster48_cluster4_1 = 0.0
cluster48_cluster4_2 = -0.0
cluster48_cluster7_0 = 0.0
cluster48_cluster7_1 = 0.0
cluster48_cluster7_2 = -0.0
cluster48_cluster12_0 = 0.0
cluster48_cluster12_1 = -0.0
cluster48_cluster12_2 = 2.0
cluster48_cluster15_0 = 1.0
cluster48_cluster15_1 = 0.0
cluster48_cluster15_2 = 0.0
cluster48_cluster37_0 = 0.0
cluster48_cluster37_1 = 0.0
cluster48_cluster37_2 = 1.0
cluster48_cluster38_0 = -0.0
cluster48_cluster38_1 = 1.0
cluster48_cluster38_2 = 1.0
cluster48_cluster44_0 = -0.0
cluster48_cluster44_1 = -0.0
cluster48_cluster44_2 = 0.0
cluster48_cluster49_0 = 0.0
cluster48_cluster49_1 = 0.0
cluster48_cluster49_2 = -0.0
avg_reward4_0 = 10.699644088745117
avg_reward4_1 = 24.95475959777832
avg_reward4_2 = 43.810325622558594
avg_reward7_0 = 9.22903299331665
avg_reward7_1 = 22.90449047088623
avg_reward7_2 = 32.302520751953125
avg_reward12_0 = 7.718015670776367
avg_reward12_1 = 25.53153133392334
avg_reward12_2 = 30.204978942871094
avg_reward15_0 = 7.895686626434326
avg_reward15_1 = 20.341919898986816
avg_reward15_2 = 41.40463638305664
avg_reward37_0 = 9.64581298828125
avg_reward37_1 = 24.054926872253418
avg_reward37_2 = 49.60775184631348
avg_reward38_0 = 11.886139869689941
avg_reward38_1 = 21.787771224975586
avg_reward38_2 = 46.148014068603516
avg_reward44_0 = 6.9912426471710205
avg_reward44_1 = 22.16126823425293
avg_reward44_2 = 64.83945846557617
avg_reward49_0 = 9.691871643066406
avg_reward49_1 = 19.967299461364746
avg_reward49_2 = 42.87051963806152
