selected_num:81
selected decision variable:cluster0:[2,7,8,9,10,11,12,13,15],cluster1:[2,5,6,8,9,10,12,14,15],cluster2:[2,5,6,8,9,10,12,14,15],cluster3:[2,5,6,8,9,10,12,14,15],cluster5:[2,5,6,8,9,10,12,14,15],cluster6:[2,5,6,8,9,10,12,14,15],cluster8:[2,5,6,8,9,10,12,14,15],cluster9:[2,5,6,8,9,10,12,14,15],reward12:[1,2],reward15:[1],reward37:[1],reward38:[1],reward4:[1],reward44:[1],reward49:[1],reward7:[1]
cluster23_cluster4_0 = 0.0
cluster23_cluster4_1 = 0.0
cluster23_cluster4_2 = -0.0
cluster23_cluster7_0 = 0.0
cluster23_cluster7_1 = 0.0
cluster23_cluster7_2 = -0.0
cluster23_cluster12_0 = 0.0
cluster23_cluster12_1 = 1.0
cluster23_cluster12_2 = 2.0
cluster23_cluster15_0 = 0.0
cluster23_cluster15_1 = -0.0
cluster23_cluster15_2 = -0.0
cluster23_cluster37_0 = 0.0
cluster23_cluster37_1 = -0.0
cluster23_cluster37_2 = 0.0
cluster23_cluster38_0 = 0.0
cluster23_cluster38_1 = 0.0
cluster23_cluster38_2 = 0.0
cluster23_cluster44_0 = 0.0
cluster23_cluster44_1 = 1.0
cluster23_cluster44_2 = 0.0
cluster23_cluster49_0 = 0.0
cluster23_cluster49_1 = -0.0
cluster23_cluster49_2 = -0.0
cluster24_cluster4_0 = 0.0
cluster24_cluster4_1 = 0.0
cluster24_cluster4_2 = -0.0
cluster24_cluster7_0 = 0.0
cluster24_cluster7_1 = -0.0
cluster24_cluster7_2 = -0.0
cluster24_cluster12_0 = 0.0
cluster24_cluster12_1 = -0.0
cluster24_cluster12_2 = 0.0
cluster24_cluster15_0 = 0.0
cluster24_cluster15_1 = 1.0
cluster24_cluster15_2 = 0.0
cluster24_cluster37_0 = 0.0
cluster24_cluster37_1 = -0.0
cluster24_cluster37_2 = 0.0
cluster24_cluster38_0 = 0.0
cluster24_cluster38_1 = 2.0
cluster24_cluster38_2 = 1.0
cluster24_cluster44_0 = 0.0
cluster24_cluster44_1 = -0.0
cluster24_cluster44_2 = 1.0
cluster24_cluster49_0 = 0.0
cluster24_cluster49_1 = -0.0
cluster24_cluster49_2 = 0.0
cluster25_cluster4_0 = 0.0
cluster25_cluster4_1 = 0.0
cluster25_cluster4_2 = -0.0
cluster25_cluster7_0 = 0.0
cluster25_cluster7_1 = 0.0
cluster25_cluster7_2 = 0.0
cluster25_cluster12_0 = 0.0
cluster25_cluster12_1 = 2.0
cluster25_cluster12_2 = 1.0
cluster25_cluster15_0 = 0.0
cluster25_cluster15_1 = -0.0
cluster25_cluster15_2 = 1.0
cluster25_cluster37_0 = 0.0
cluster25_cluster37_1 = -0.0
cluster25_cluster37_2 = 0.0
cluster25_cluster38_0 = 0.0
cluster25_cluster38_1 = -0.0
cluster25_cluster38_2 = 0.0
cluster25_cluster44_0 = 0.0
cluster25_cluster44_1 = 0.0
cluster25_cluster44_2 = 1.0
cluster25_cluster49_0 = 0.0
cluster25_cluster49_1 = -0.0
cluster25_cluster49_2 = -0.0
cluster26_cluster4_0 = 0.0
cluster26_cluster4_1 = -0.0
cluster26_cluster4_2 = -0.0
cluster26_cluster7_0 = 0.0
cluster26_cluster7_1 = 0.0
cluster26_cluster7_2 = 2.0
cluster26_cluster12_0 = 0.0
cluster26_cluster12_1 = -0.0
cluster26_cluster12_2 = 0.0
cluster26_cluster15_0 = 0.0
cluster26_cluster15_1 = 1.0
cluster26_cluster15_2 = 1.0
cluster26_cluster37_0 = 0.0
cluster26_cluster37_1 = -0.0
cluster26_cluster37_2 = -0.0
cluster26_cluster38_0 = 0.0
cluster26_cluster38_1 = 0.0
cluster26_cluster38_2 = -0.0
cluster26_cluster44_0 = 0.0
cluster26_cluster44_1 = 1.0
cluster26_cluster44_2 = -0.0
cluster26_cluster49_0 = 0.0
cluster26_cluster49_1 = -0.0
cluster26_cluster49_2 = -0.0
cluster27_cluster4_0 = -0.0
cluster27_cluster4_1 = -0.0
cluster27_cluster4_2 = -0.0
cluster27_cluster7_0 = 0.0
cluster27_cluster7_1 = -0.0
cluster27_cluster7_2 = -0.0
cluster27_cluster12_0 = -0.0
cluster27_cluster12_1 = 0.0
cluster27_cluster12_2 = 2.0
cluster27_cluster15_0 = 1.0
cluster27_cluster15_1 = -0.0
cluster27_cluster15_2 = 3.0
cluster27_cluster37_0 = 1.0
cluster27_cluster37_1 = -0.0
cluster27_cluster37_2 = -0.0
cluster27_cluster38_0 = -0.0
cluster27_cluster38_1 = -0.0
cluster27_cluster38_2 = -0.0
cluster27_cluster44_0 = -0.0
cluster27_cluster44_1 = 0.0
cluster27_cluster44_2 = 0.0
cluster27_cluster49_0 = -0.0
cluster27_cluster49_1 = 0.0
cluster27_cluster49_2 = -0.0
cluster28_cluster4_0 = -0.0
cluster28_cluster4_1 = 0.0
cluster28_cluster4_2 = -0.0
cluster28_cluster7_0 = -0.0
cluster28_cluster7_1 = 0.0
cluster28_cluster7_2 = -0.0
cluster28_cluster12_0 = -0.0
cluster28_cluster12_1 = -0.0
cluster28_cluster12_2 = 1.0
cluster28_cluster15_0 = -0.0
cluster28_cluster15_1 = 1.0
cluster28_cluster15_2 = 3.0
cluster28_cluster37_0 = -0.0
cluster28_cluster37_1 = 0.0
cluster28_cluster37_2 = 0.0
cluster28_cluster38_0 = -0.0
cluster28_cluster38_1 = 0.0
cluster28_cluster38_2 = 0.0
cluster28_cluster44_0 = -0.0
cluster28_cluster44_1 = 1.0
cluster28_cluster44_2 = -0.0
cluster28_cluster49_0 = -0.0
cluster28_cluster49_1 = -0.0
cluster28_cluster49_2 = 0.0
cluster29_cluster4_0 = 0.0
cluster29_cluster4_1 = 0.0
cluster29_cluster4_2 = 0.0
cluster29_cluster7_0 = 0.0
cluster29_cluster7_1 = 2.0
cluster29_cluster7_2 = 0.0
cluster29_cluster12_0 = 0.0
cluster29_cluster12_1 = 0.0
cluster29_cluster12_2 = 2.0
cluster29_cluster15_0 = 0.0
cluster29_cluster15_1 = 1.0
cluster29_cluster15_2 = -0.0
cluster29_cluster37_0 = 0.0
cluster29_cluster37_1 = -0.0
cluster29_cluster37_2 = -0.0
cluster29_cluster38_0 = 0.0
cluster29_cluster38_1 = -0.0
cluster29_cluster38_2 = -0.0
cluster29_cluster44_0 = 0.0
cluster29_cluster44_1 = 0.0
cluster29_cluster44_2 = -0.0
cluster29_cluster49_0 = 0.0
cluster29_cluster49_1 = -0.0
cluster29_cluster49_2 = 0.0
cluster30_cluster4_0 = 0.0
cluster30_cluster4_1 = 1.0
cluster30_cluster4_2 = -0.0
cluster30_cluster7_0 = 0.0
cluster30_cluster7_1 = 3.0
cluster30_cluster7_2 = -0.0
cluster30_cluster12_0 = 0.0
cluster30_cluster12_1 = -0.0
cluster30_cluster12_2 = 1.0
cluster30_cluster15_0 = 0.0
cluster30_cluster15_1 = -0.0
cluster30_cluster15_2 = 2.0
cluster30_cluster37_0 = 0.0
cluster30_cluster37_1 = 0.0
cluster30_cluster37_2 = 0.0
cluster30_cluster38_0 = 0.0
cluster30_cluster38_1 = -0.0
cluster30_cluster38_2 = -0.0
cluster30_cluster44_0 = 0.0
cluster30_cluster44_1 = -0.0
cluster30_cluster44_2 = 2.0
cluster30_cluster49_0 = 0.0
cluster30_cluster49_1 = -0.0
cluster30_cluster49_2 = 1.0
cluster31_cluster4_0 = 0.0
cluster31_cluster4_1 = -0.0
cluster31_cluster4_2 = -0.0
cluster31_cluster7_0 = 0.0
cluster31_cluster7_1 = -0.0
cluster31_cluster7_2 = -0.0
cluster31_cluster12_0 = 0.0
cluster31_cluster12_1 = -0.0
cluster31_cluster12_2 = -0.0
cluster31_cluster15_0 = 0.0
cluster31_cluster15_1 = -0.0
cluster31_cluster15_2 = -0.0
cluster31_cluster37_0 = 0.0
cluster31_cluster37_1 = 1.0
cluster31_cluster37_2 = 0.0
cluster31_cluster38_0 = 0.0
cluster31_cluster38_1 = 2.0
cluster31_cluster38_2 = 0.0
cluster31_cluster44_0 = 0.0
cluster31_cluster44_1 = -0.0
cluster31_cluster44_2 = 0.0
cluster31_cluster49_0 = 0.0
cluster31_cluster49_1 = -0.0
cluster31_cluster49_2 = -0.0
cluster32_cluster4_0 = 0.0
cluster32_cluster4_1 = 0.0
cluster32_cluster4_2 = -0.0
cluster32_cluster7_0 = 0.0
cluster32_cluster7_1 = 1.0
cluster32_cluster7_2 = -0.0
cluster32_cluster12_0 = 0.0
cluster32_cluster12_1 = -0.0
cluster32_cluster12_2 = 1.0
cluster32_cluster15_0 = 0.0
cluster32_cluster15_1 = -0.0
cluster32_cluster15_2 = 0.0
cluster32_cluster37_0 = 0.0
cluster32_cluster37_1 = 1.0
cluster32_cluster37_2 = 0.0
cluster32_cluster38_0 = 0.0
cluster32_cluster38_1 = 0.0
cluster32_cluster38_2 = 0.0
cluster32_cluster44_0 = 0.0
cluster32_cluster44_1 = -0.0
cluster32_cluster44_2 = 0.0
cluster32_cluster49_0 = 0.0
cluster32_cluster49_1 = -0.0
cluster32_cluster49_2 = 2.0
cluster33_cluster4_0 = 0.0
cluster33_cluster4_1 = 0.0
cluster33_cluster4_2 = -0.0
cluster33_cluster7_0 = 0.0
cluster33_cluster7_1 = -0.0
cluster33_cluster7_2 = -0.0
cluster33_cluster12_0 = 0.0
cluster33_cluster12_1 = -0.0
cluster33_cluster12_2 = 1.0
cluster33_cluster15_0 = 0.0
cluster33_cluster15_1 = 2.0
cluster33_cluster15_2 = 0.0
cluster33_cluster37_0 = 0.0
cluster33_cluster37_1 = -0.0
cluster33_cluster37_2 = 0.0
cluster33_cluster38_0 = 0.0
cluster33_cluster38_1 = 0.0
cluster33_cluster38_2 = -0.0
cluster33_cluster44_0 = 0.0
cluster33_cluster44_1 = 0.0
cluster33_cluster44_2 = -0.0
cluster33_cluster49_0 = 0.0
cluster33_cluster49_1 = -0.0
cluster33_cluster49_2 = 0.0
cluster34_cluster4_0 = 0.0
cluster34_cluster4_1 = -0.0
cluster34_cluster4_2 = 0.0
cluster34_cluster7_0 = 0.0
cluster34_cluster7_1 = 1.0
cluster34_cluster7_2 = 1.0
cluster34_cluster12_0 = 0.0
cluster34_cluster12_1 = -0.0
cluster34_cluster12_2 = -0.0
cluster34_cluster15_0 = 0.0
cluster34_cluster15_1 = -0.0
cluster34_cluster15_2 = 1.0
cluster34_cluster37_0 = 0.0
cluster34_cluster37_1 = -0.0
cluster34_cluster37_2 = 0.0
cluster34_cluster38_0 = 0.0
cluster34_cluster38_1 = -0.0
cluster34_cluster38_2 = -0.0
cluster34_cluster44_0 = 0.0
cluster34_cluster44_1 = -0.0
cluster34_cluster44_2 = 2.0
cluster34_cluster49_0 = 0.0
cluster34_cluster49_1 = -0.0
cluster34_cluster49_2 = 0.0
cluster35_cluster4_0 = 0.0
cluster35_cluster4_1 = -0.0
cluster35_cluster4_2 = 0.0
cluster35_cluster7_0 = -0.0
cluster35_cluster7_1 = 0.0
cluster35_cluster7_2 = 0.0
cluster35_cluster12_0 = -0.0
cluster35_cluster12_1 = 0.0
cluster35_cluster12_2 = 0.0
cluster35_cluster15_0 = -0.0
cluster35_cluster15_1 = -0.0
cluster35_cluster15_2 = 0.0
cluster35_cluster37_0 = 1.0
cluster35_cluster37_1 = 1.0
cluster35_cluster37_2 = -0.0
cluster35_cluster38_0 = -0.0
cluster35_cluster38_1 = 0.0
cluster35_cluster38_2 = 1.0
cluster35_cluster44_0 = -0.0
cluster35_cluster44_1 = 0.0
cluster35_cluster44_2 = 0.0
cluster35_cluster49_0 = 0.0
cluster35_cluster49_1 = -0.0
cluster35_cluster49_2 = 0.0
cluster36_cluster4_0 = 0.0
cluster36_cluster4_1 = -0.0
cluster36_cluster4_2 = 12.0
cluster36_cluster7_0 = 0.0
cluster36_cluster7_1 = -0.0
cluster36_cluster7_2 = 1.0
cluster36_cluster12_0 = 0.0
cluster36_cluster12_1 = 3.0
cluster36_cluster12_2 = 7.0
cluster36_cluster15_0 = 0.0
cluster36_cluster15_1 = 3.0
cluster36_cluster15_2 = 4.0
cluster36_cluster37_0 = 0.0
cluster36_cluster37_1 = 0.0
cluster36_cluster37_2 = 3.0
cluster36_cluster38_0 = 0.0
cluster36_cluster38_1 = 8.0
cluster36_cluster38_2 = 3.0
cluster36_cluster44_0 = 0.0
cluster36_cluster44_1 = 10.0
cluster36_cluster44_2 = 4.0
cluster36_cluster49_0 = 0.0
cluster36_cluster49_1 = 5.0
cluster36_cluster49_2 = 0.0
cluster39_cluster4_0 = 0.0
cluster39_cluster4_1 = 0.0
cluster39_cluster4_2 = 0.0
cluster39_cluster7_0 = 0.0
cluster39_cluster7_1 = -0.0
cluster39_cluster7_2 = 0.0
cluster39_cluster12_0 = 0.0
cluster39_cluster12_1 = -0.0
cluster39_cluster12_2 = 0.0
cluster39_cluster15_0 = 0.0
cluster39_cluster15_1 = 1.0
cluster39_cluster15_2 = 0.0
cluster39_cluster37_0 = 1.0
cluster39_cluster37_1 = 0.0
cluster39_cluster37_2 = -0.0
cluster39_cluster38_0 = 0.0
cluster39_cluster38_1 = -0.0
cluster39_cluster38_2 = -0.0
cluster39_cluster44_0 = 0.0
cluster39_cluster44_1 = -0.0
cluster39_cluster44_2 = 1.0
cluster39_cluster49_0 = 0.0
cluster39_cluster49_1 = 0.0
cluster39_cluster49_2 = 0.0
cluster40_cluster4_0 = 0.0
cluster40_cluster4_1 = -0.0
cluster40_cluster4_2 = 0.0
cluster40_cluster7_0 = 0.0
cluster40_cluster7_1 = -0.0
cluster40_cluster7_2 = 0.0
cluster40_cluster12_0 = 0.0
cluster40_cluster12_1 = 0.0
cluster40_cluster12_2 = 0.0
cluster40_cluster15_0 = 0.0
cluster40_cluster15_1 = 0.0
cluster40_cluster15_2 = 0.0
cluster40_cluster37_0 = 0.0
cluster40_cluster37_1 = 0.0
cluster40_cluster37_2 = 0.0
cluster40_cluster38_0 = 0.0
cluster40_cluster38_1 = 0.0
cluster40_cluster38_2 = 0.0
cluster40_cluster44_0 = 0.0
cluster40_cluster44_1 = 0.0
cluster40_cluster44_2 = 0.0
cluster40_cluster49_0 = 0.0
cluster40_cluster49_1 = -0.0
cluster40_cluster49_2 = 2.0
cluster41_cluster4_0 = 0.0
cluster41_cluster4_1 = -0.0
cluster41_cluster4_2 = 0.0
cluster41_cluster7_0 = 0.0
cluster41_cluster7_1 = -0.0
cluster41_cluster7_2 = 0.0
cluster41_cluster12_0 = 0.0
cluster41_cluster12_1 = -0.0
cluster41_cluster12_2 = 0.0
cluster41_cluster15_0 = 0.0
cluster41_cluster15_1 = 4.0
cluster41_cluster15_2 = -0.0
cluster41_cluster37_0 = 0.0
cluster41_cluster37_1 = -0.0
cluster41_cluster37_2 = 3.0
cluster41_cluster38_0 = 0.0
cluster41_cluster38_1 = -0.0
cluster41_cluster38_2 = -0.0
cluster41_cluster44_0 = 0.0
cluster41_cluster44_1 = -0.0
cluster41_cluster44_2 = -0.0
cluster41_cluster49_0 = 0.0
cluster41_cluster49_1 = -0.0
cluster41_cluster49_2 = 0.0
cluster42_cluster4_0 = 0.0
cluster42_cluster4_1 = -0.0
cluster42_cluster4_2 = 0.0
cluster42_cluster7_0 = 0.0
cluster42_cluster7_1 = 0.0
cluster42_cluster7_2 = -0.0
cluster42_cluster12_0 = 0.0
cluster42_cluster12_1 = -0.0
cluster42_cluster12_2 = -0.0
cluster42_cluster15_0 = 0.0
cluster42_cluster15_1 = 0.0
cluster42_cluster15_2 = -0.0
cluster42_cluster37_0 = 0.0
cluster42_cluster37_1 = -0.0
cluster42_cluster37_2 = 0.0
cluster42_cluster38_0 = 0.0
cluster42_cluster38_1 = 1.0
cluster42_cluster38_2 = -0.0
cluster42_cluster44_0 = 0.0
cluster42_cluster44_1 = 0.0
cluster42_cluster44_2 = 2.0
cluster42_cluster49_0 = 0.0
cluster42_cluster49_1 = -0.0
cluster42_cluster49_2 = -0.0
cluster43_cluster4_0 = 0.0
cluster43_cluster4_1 = -0.0
cluster43_cluster4_2 = -0.0
cluster43_cluster7_0 = 0.0
cluster43_cluster7_1 = 0.0
cluster43_cluster7_2 = -0.0
cluster43_cluster12_0 = 0.0
cluster43_cluster12_1 = 0.0
cluster43_cluster12_2 = 0.0
cluster43_cluster15_0 = 0.0
cluster43_cluster15_1 = -0.0
cluster43_cluster15_2 = -0.0
cluster43_cluster37_0 = 0.0
cluster43_cluster37_1 = -0.0
cluster43_cluster37_2 = -0.0
cluster43_cluster38_0 = 1.0
cluster43_cluster38_1 = -0.0
cluster43_cluster38_2 = 2.0
cluster43_cluster44_0 = 0.0
cluster43_cluster44_1 = 0.0
cluster43_cluster44_2 = 2.0
cluster43_cluster49_0 = 0.0
cluster43_cluster49_1 = -0.0
cluster43_cluster49_2 = 1.0
cluster45_cluster4_0 = -0.0
cluster45_cluster4_1 = 1.0
cluster45_cluster4_2 = 0.0
cluster45_cluster7_0 = 0.0
cluster45_cluster7_1 = 0.0
cluster45_cluster7_2 = 3.0
cluster45_cluster12_0 = 0.0
cluster45_cluster12_1 = 0.0
cluster45_cluster12_2 = -0.0
cluster45_cluster15_0 = 0.0
cluster45_cluster15_1 = 0.0
cluster45_cluster15_2 = 0.0
cluster45_cluster37_0 = 0.0
cluster45_cluster37_1 = -0.0
cluster45_cluster37_2 = 0.0
cluster45_cluster38_0 = 0.0
cluster45_cluster38_1 = -0.0
cluster45_cluster38_2 = 1.0
cluster45_cluster44_0 = 0.0
cluster45_cluster44_1 = 3.0
cluster45_cluster44_2 = -0.0
cluster45_cluster49_0 = 0.0
cluster45_cluster49_1 = -0.0
cluster45_cluster49_2 = 0.0
cluster46_cluster4_0 = 0.0
cluster46_cluster4_1 = 0.0
cluster46_cluster4_2 = -0.0
cluster46_cluster7_0 = 0.0
cluster46_cluster7_1 = -0.0
cluster46_cluster7_2 = 0.0
cluster46_cluster12_0 = 0.0
cluster46_cluster12_1 = -0.0
cluster46_cluster12_2 = 0.0
cluster46_cluster15_0 = 0.0
cluster46_cluster15_1 = 0.0
cluster46_cluster15_2 = 1.0
cluster46_cluster37_0 = 0.0
cluster46_cluster37_1 = 4.0
cluster46_cluster37_2 = -0.0
cluster46_cluster38_0 = 0.0
cluster46_cluster38_1 = -0.0
cluster46_cluster38_2 = 0.0
cluster46_cluster44_0 = 0.0
cluster46_cluster44_1 = 0.0
cluster46_cluster44_2 = 0.0
cluster46_cluster49_0 = 0.0
cluster46_cluster49_1 = -0.0
cluster46_cluster49_2 = -0.0
cluster47_cluster4_0 = 0.0
cluster47_cluster4_1 = -0.0
cluster47_cluster4_2 = 0.0
cluster47_cluster7_0 = 0.0
cluster47_cluster7_1 = 0.0
cluster47_cluster7_2 = 0.0
cluster47_cluster12_0 = 0.0
cluster47_cluster12_1 = -0.0
cluster47_cluster12_2 = 2.0
cluster47_cluster15_0 = 0.0
cluster47_cluster15_1 = 1.0
cluster47_cluster15_2 = 0.0
cluster47_cluster37_0 = 0.0
cluster47_cluster37_1 = 0.0
cluster47_cluster37_2 = -0.0
cluster47_cluster38_0 = 0.0
cluster47_cluster38_1 = -0.0
cluster47_cluster38_2 = -0.0
cluster47_cluster44_0 = 0.0
cluster47_cluster44_1 = 1.0
cluster47_cluster44_2 = -0.0
cluster47_cluster49_0 = 0.0
cluster47_cluster49_1 = 1.0
cluster47_cluster49_2 = -0.0
cluster48_cluster4_0 = 0.0
cluster48_cluster4_1 = -0.0
cluster48_cluster4_2 = -0.0
cluster48_cluster7_0 = 0.0
cluster48_cluster7_1 = -0.0
cluster48_cluster7_2 = 0.0
cluster48_cluster12_0 = 0.0
cluster48_cluster12_1 = 1.0
cluster48_cluster12_2 = 0.0
cluster48_cluster15_0 = 0.0
cluster48_cluster15_1 = -0.0
cluster48_cluster15_2 = 1.0
cluster48_cluster37_0 = 0.0
cluster48_cluster37_1 = 0.0
cluster48_cluster37_2 = -0.0
cluster48_cluster38_0 = 0.0
cluster48_cluster38_1 = 0.0
cluster48_cluster38_2 = 0.0
cluster48_cluster44_0 = 0.0
cluster48_cluster44_1 = -0.0
cluster48_cluster44_2 = 1.0
cluster48_cluster49_0 = 0.0
cluster48_cluster49_1 = -0.0
cluster48_cluster49_2 = -0.0
avg_reward4_0 = 11.044572353363037
avg_reward4_1 = 28.37671947479248
avg_reward4_2 = 106.26163482666016
avg_reward7_0 = 7.867282152175903
avg_reward7_1 = 17.938124656677246
avg_reward7_2 = 52.82181739807129
avg_reward12_0 = 8.842251777648926
avg_reward12_1 = 56.70466423034668
avg_reward12_2 = 39.681501388549805
avg_reward15_0 = 9.006818771362305
avg_reward15_1 = 17.87099552154541
avg_reward15_2 = 42.659420013427734
avg_reward37_0 = 8.313348770141602
avg_reward37_1 = 15.170285701751709
avg_reward37_2 = 210.3627700805664
avg_reward38_0 = 10.447802066802979
avg_reward38_1 = 16.170052528381348
avg_reward38_2 = 52.68069267272949
avg_reward44_0 = 10.722178459167479
avg_reward44_1 = 20.478013038635254
avg_reward44_2 = 42.3171443939209
avg_reward49_0 = 13.134894847869873
avg_reward49_1 = 15.067214965820312
avg_reward49_2 = 189.5760269165039
