selected_num:24
selected decision variable:cluster0:[1,2,5,10],cluster1:[1,5,8,10],cluster2:[2,5],cluster3:[2,4],cluster5:[2,5],cluster6:[7,10],cluster8:[2,6],cluster9:[2,5],reward12:[2,3],reward15:[2,3]
cluster24_cluster4_2 = -0.0
cluster24_cluster7_0 = 0.0
cluster24_cluster7_1 = -0.0
cluster24_cluster7_2 = 1.0
cluster24_cluster12_0 = 0.0
cluster24_cluster12_1 = -0.0
cluster24_cluster12_2 = -0.0
cluster24_cluster15_0 = -0.0
cluster24_cluster15_1 = -0.0
cluster24_cluster15_2 = 1.0
cluster24_cluster37_0 = 0.0
cluster24_cluster37_1 = 0.0
cluster24_cluster37_2 = -0.0
cluster24_cluster38_0 = -0.0
cluster24_cluster38_1 = -0.0
cluster24_cluster38_2 = 1.0
cluster24_cluster44_0 = 0.0
cluster24_cluster44_1 = 0.0
cluster24_cluster44_2 = 0.0
cluster24_cluster49_0 = 0.0
cluster24_cluster49_1 = 1.0
cluster24_cluster49_2 = -0.0
cluster25_cluster4_0 = -0.0
cluster25_cluster4_1 = -0.0
cluster25_cluster4_2 = 0.0
cluster25_cluster7_0 = 0.0
cluster25_cluster7_1 = 0.0
cluster25_cluster7_2 = 2.0
cluster25_cluster12_0 = 0.0
cluster25_cluster12_1 = 0.0
cluster25_cluster12_2 = 1.0
cluster25_cluster15_0 = -0.0
cluster25_cluster15_1 = 1.0
cluster25_cluster15_2 = 0.0
cluster25_cluster37_0 = 2.0
cluster25_cluster37_1 = -0.0
cluster25_cluster37_2 = -0.0
cluster25_cluster38_0 = 0.0
cluster25_cluster38_1 = 1.0
cluster25_cluster38_2 = -0.0
cluster25_cluster44_0 = -0.0
cluster25_cluster44_1 = 1.0
cluster25_cluster44_2 = -0.0
cluster25_cluster49_0 = -0.0
cluster25_cluster49_1 = 0.0
cluster25_cluster49_2 = -0.0
cluster26_cluster4_0 = 0.0
cluster26_cluster4_1 = -0.0
cluster26_cluster4_2 = -0.0
cluster26_cluster7_0 = 0.0
cluster26_cluster7_1 = 0.0
cluster26_cluster7_2 = -0.0
cluster26_cluster12_0 = 1.0
cluster26_cluster12_1 = -0.0
cluster26_cluster12_2 = -0.0
cluster26_cluster15_0 = -0.0
cluster26_cluster15_1 = 0.0
cluster26_cluster15_2 = 0.0
cluster26_cluster37_0 = 0.0
cluster26_cluster37_1 = -0.0
cluster26_cluster37_2 = 1.0
cluster26_cluster38_0 = 0.0
cluster26_cluster38_1 = 0.0
cluster26_cluster38_2 = 1.0
cluster26_cluster44_0 = -0.0
cluster26_cluster44_1 = -0.0
cluster26_cluster44_2 = -0.0
cluster26_cluster49_0 = -0.0
cluster26_cluster49_1 = -0.0
cluster26_cluster49_2 = -0.0
cluster27_cluster4_0 = 0.0
cluster27_cluster4_1 = 0.0
cluster27_cluster4_2 = -0.0
cluster27_cluster7_0 = -0.0
cluster27_cluster7_1 = -0.0
cluster27_cluster7_2 = 2.0
cluster27_cluster12_0 = 0.0
cluster27_cluster12_1 = -0.0
cluster27_cluster12_2 = 0.0
cluster27_cluster15_0 = 1.0
cluster27_cluster15_1 = 0.0
cluster27_cluster15_2 = 0.0
cluster27_cluster37_0 = 1.0
cluster27_cluster37_1 = 2.0
cluster27_cluster37_2 = 0.0
cluster27_cluster38_0 = 0.0
cluster27_cluster38_1 = 1.0
cluster27_cluster38_2 = 0.0
cluster27_cluster44_0 = -0.0
cluster27_cluster44_1 = 0.0
cluster27_cluster44_2 = 0.0
cluster27_cluster49_0 = -0.0
cluster27_cluster49_1 = -0.0
cluster27_cluster49_2 = -0.0
cluster28_cluster4_0 = 0.0
cluster28_cluster4_1 = -0.0
cluster28_cluster4_2 = -0.0
cluster28_cluster7_0 = 0.0
cluster28_cluster7_1 = 1.0
cluster28_cluster7_2 = 1.0
cluster28_cluster12_0 = -0.0
cluster28_cluster12_1 = -0.0
cluster28_cluster12_2 = -0.0
cluster28_cluster15_0 = 0.0
cluster28_cluster15_1 = 0.0
cluster28_cluster15_2 = 0.0
cluster28_cluster37_0 = 1.0
cluster28_cluster37_1 = 0.0
cluster28_cluster37_2 = 0.0
cluster28_cluster38_0 = 0.0
cluster28_cluster38_1 = 0.0
cluster28_cluster38_2 = 0.0
cluster28_cluster44_0 = 0.0
cluster28_cluster44_1 = 0.0
cluster28_cluster44_2 = 1.0
cluster28_cluster49_0 = 0.0
cluster28_cluster49_1 = 0.0
cluster28_cluster49_2 = 0.0
cluster29_cluster4_0 = 0.0
cluster29_cluster4_1 = -0.0
cluster29_cluster4_2 = 0.0
cluster29_cluster7_0 = 0.0
cluster29_cluster7_1 = 0.0
cluster29_cluster7_2 = 1.0
cluster29_cluster12_0 = 0.0
cluster29_cluster12_1 = -0.0
cluster29_cluster12_2 = 1.0
cluster29_cluster15_0 = 0.0
cluster29_cluster15_1 = 0.0
cluster29_cluster15_2 = 0.0
cluster29_cluster37_0 = 0.0
cluster29_cluster37_1 = 1.0
cluster29_cluster37_2 = 1.0
cluster29_cluster38_0 = 0.0
cluster29_cluster38_1 = 0.0
cluster29_cluster38_2 = 1.0
cluster29_cluster44_0 = 0.0
cluster29_cluster44_1 = 0.0
cluster29_cluster44_2 = 0.0
cluster29_cluster49_0 = 0.0
cluster29_cluster49_1 = 0.0
cluster29_cluster49_2 = 0.0
cluster30_cluster4_0 = 0.0
cluster30_cluster4_1 = 1.0
cluster30_cluster4_2 = 0.0
cluster30_cluster7_0 = 0.0
cluster30_cluster7_1 = -0.0
cluster30_cluster7_2 = -0.0
cluster30_cluster12_0 = 0.0
cluster30_cluster12_1 = -0.0
cluster30_cluster12_2 = 1.0
cluster30_cluster15_0 = 0.0
cluster30_cluster15_1 = 2.0
cluster30_cluster15_2 = -0.0
cluster30_cluster37_0 = 0.0
cluster30_cluster37_1 = -0.0
cluster30_cluster37_2 = 2.0
cluster30_cluster38_0 = 0.0
cluster30_cluster38_1 = -0.0
cluster30_cluster38_2 = -0.0
cluster30_cluster44_0 = 0.0
cluster30_cluster44_1 = 1.0
cluster30_cluster44_2 = 0.0
cluster30_cluster49_0 = 0.0
cluster30_cluster49_1 = -0.0
cluster30_cluster49_2 = 0.0
cluster31_cluster4_0 = 0.0
cluster31_cluster4_1 = -0.0
cluster31_cluster4_2 = -0.0
cluster31_cluster7_0 = 0.0
cluster31_cluster7_1 = 0.0
cluster31_cluster7_2 = 0.0
cluster31_cluster12_0 = 0.0
cluster31_cluster12_1 = -0.0
cluster31_cluster12_2 = 2.0
cluster31_cluster15_0 = 0.0
cluster31_cluster15_1 = 0.0
cluster31_cluster15_2 = -0.0
cluster31_cluster37_0 = 0.0
cluster31_cluster37_1 = 2.0
cluster31_cluster37_2 = -0.0
cluster31_cluster38_0 = 0.0
cluster31_cluster38_1 = -0.0
cluster31_cluster38_2 = 1.0
cluster31_cluster44_0 = 0.0
cluster31_cluster44_1 = 0.0
cluster31_cluster44_2 = -0.0
cluster31_cluster49_0 = 0.0
cluster31_cluster49_1 = -0.0
cluster31_cluster49_2 = -0.0
cluster32_cluster4_0 = 0.0
cluster32_cluster4_1 = 0.0
cluster32_cluster4_2 = 0.0
cluster32_cluster7_0 = 0.0
cluster32_cluster7_1 = -0.0
cluster32_cluster7_2 = 2.0
cluster32_cluster12_0 = 0.0
cluster32_cluster12_1 = 1.0
cluster32_cluster12_2 = -0.0
cluster32_cluster15_0 = 0.0
cluster32_cluster15_1 = 0.0
cluster32_cluster15_2 = -0.0
cluster32_cluster37_0 = 0.0
cluster32_cluster37_1 = -0.0
cluster32_cluster37_2 = -0.0
cluster32_cluster38_0 = 0.0
cluster32_cluster38_1 = 2.0
cluster32_cluster38_2 = 0.0
cluster32_cluster44_0 = 0.0
cluster32_cluster44_1 = -0.0
cluster32_cluster44_2 = 1.0
cluster32_cluster49_0 = 0.0
cluster32_cluster49_1 = -0.0
cluster32_cluster49_2 = -0.0
cluster33_cluster4_0 = 0.0
cluster33_cluster4_1 = 0.0
cluster33_cluster4_2 = 0.0
cluster33_cluster7_0 = 0.0
cluster33_cluster7_1 = -0.0
cluster33_cluster7_2 = 1.0
cluster33_cluster12_0 = 0.0
cluster33_cluster12_1 = 0.0
cluster33_cluster12_2 = 1.0
cluster33_cluster15_0 = 0.0
cluster33_cluster15_1 = 2.0
cluster33_cluster15_2 = -0.0
cluster33_cluster37_0 = 0.0
cluster33_cluster37_1 = -0.0
cluster33_cluster37_2 = -0.0
cluster33_cluster38_0 = 0.0
cluster33_cluster38_1 = -0.0
cluster33_cluster38_2 = 2.0
cluster33_cluster44_0 = 0.0
cluster33_cluster44_1 = 0.0
cluster33_cluster44_2 = 0.0
cluster33_cluster49_0 = 0.0
cluster33_cluster49_1 = -0.0
cluster33_cluster49_2 = -0.0
cluster34_cluster4_0 = 0.0
cluster34_cluster4_1 = 0.0
cluster34_cluster4_2 = -0.0
cluster34_cluster7_0 = 0.0
cluster34_cluster7_1 = -0.0
cluster34_cluster7_2 = 0.0
cluster34_cluster12_0 = -0.0
cluster34_cluster12_1 = 1.0
cluster34_cluster12_2 = 0.0
cluster34_cluster15_0 = 0.0
cluster34_cluster15_1 = -0.0
cluster34_cluster15_2 = -0.0
cluster34_cluster37_0 = 1.0
cluster34_cluster37_1 = 0.0
cluster34_cluster37_2 = 0.0
cluster34_cluster38_0 = -0.0
cluster34_cluster38_1 = 2.0
cluster34_cluster38_2 = -0.0
cluster34_cluster44_0 = 0.0
cluster34_cluster44_1 = 1.0
cluster34_cluster44_2 = -0.0
cluster34_cluster49_0 = 0.0
cluster34_cluster49_1 = 0.0
cluster34_cluster49_2 = 1.0
cluster35_cluster4_0 = 0.0
cluster35_cluster4_1 = -0.0
cluster35_cluster4_2 = 0.0
cluster35_cluster7_0 = 0.0
cluster35_cluster7_1 = -0.0
cluster35_cluster7_2 = 0.0
cluster35_cluster12_0 = 0.0
cluster35_cluster12_1 = 0.0
cluster35_cluster12_2 = 1.0
cluster35_cluster15_0 = 0.0
cluster35_cluster15_1 = 0.0
cluster35_cluster15_2 = 0.0
cluster35_cluster37_0 = 0.0
cluster35_cluster37_1 = -0.0
cluster35_cluster37_2 = -0.0
cluster35_cluster38_0 = 0.0
cluster35_cluster38_1 = 0.0
cluster35_cluster38_2 = 0.0
cluster35_cluster44_0 = 0.0
cluster35_cluster44_1 = 1.0
cluster35_cluster44_2 = 0.0
cluster35_cluster49_0 = 0.0
cluster35_cluster49_1 = -0.0
cluster35_cluster49_2 = 0.0
cluster36_cluster4_0 = -0.0
cluster36_cluster4_1 = -0.0
cluster36_cluster4_2 = 2.0
cluster36_cluster7_0 = 3.0
cluster36_cluster7_1 = -0.0
cluster36_cluster7_2 = 12.0
cluster36_cluster12_0 = 6.0
cluster36_cluster12_1 = 5.0
cluster36_cluster12_2 = 8.0
cluster36_cluster15_0 = -0.0
cluster36_cluster15_1 = 2.0
cluster36_cluster15_2 = 2.0
cluster36_cluster37_0 = -0.0
cluster36_cluster37_1 = -0.0
cluster36_cluster37_2 = -0.0
cluster36_cluster38_0 = 4.0
cluster36_cluster38_1 = 17.0
cluster36_cluster38_2 = -0.0
cluster36_cluster44_0 = 0.0
cluster36_cluster44_1 = 7.0
cluster36_cluster44_2 = -0.0
cluster36_cluster49_0 = -0.0
cluster36_cluster49_1 = 4.0
cluster36_cluster49_2 = -0.0
cluster39_cluster4_0 = 0.0
cluster39_cluster4_1 = 0.0
cluster39_cluster4_2 = -0.0
cluster39_cluster7_0 = 0.0
cluster39_cluster7_1 = -0.0
cluster39_cluster7_2 = -0.0
cluster39_cluster12_0 = -0.0
cluster39_cluster12_1 = -0.0
cluster39_cluster12_2 = 1.0
cluster39_cluster15_0 = -0.0
cluster39_cluster15_1 = 1.0
cluster39_cluster15_2 = -0.0
cluster39_cluster37_0 = 0.0
cluster39_cluster37_1 = 1.0
cluster39_cluster37_2 = -0.0
cluster39_cluster38_0 = -0.0
cluster39_cluster38_1 = -0.0
cluster39_cluster38_2 = 0.0
cluster39_cluster44_0 = 0.0
cluster39_cluster44_1 = 0.0
cluster39_cluster44_2 = 0.0
cluster39_cluster49_0 = 0.0
cluster39_cluster49_1 = 0.0
cluster39_cluster49_2 = -0.0
cluster40_cluster4_0 = 0.0
cluster40_cluster4_1 = -0.0
cluster40_cluster4_2 = -0.0
cluster40_cluster7_0 = -0.0
cluster40_cluster7_1 = -0.0
cluster40_cluster7_2 = -0.0
cluster40_cluster12_0 = 1.0
cluster40_cluster12_1 = 0.0
cluster40_cluster12_2 = -0.0
cluster40_cluster15_0 = 0.0
cluster40_cluster15_1 = 0.0
cluster40_cluster15_2 = 0.0
cluster40_cluster37_0 = 0.0
cluster40_cluster37_1 = 0.0
cluster40_cluster37_2 = 3.0
cluster40_cluster38_0 = 0.0
cluster40_cluster38_1 = -0.0
cluster40_cluster38_2 = -0.0
cluster40_cluster44_0 = 0.0
cluster40_cluster44_1 = 1.0
cluster40_cluster44_2 = 0.0
cluster40_cluster49_0 = 0.0
cluster40_cluster49_1 = -0.0
cluster40_cluster49_2 = 0.0
cluster41_cluster4_0 = 0.0
cluster41_cluster4_1 = -0.0
cluster41_cluster4_2 = -0.0
cluster41_cluster7_0 = 0.0
cluster41_cluster7_1 = 0.0
cluster41_cluster7_2 = 0.0
cluster41_cluster12_0 = 0.0
cluster41_cluster12_1 = 3.0
cluster41_cluster12_2 = 0.0
cluster41_cluster15_0 = 0.0
cluster41_cluster15_1 = 0.0
cluster41_cluster15_2 = 1.0
cluster41_cluster37_0 = 0.0
cluster41_cluster37_1 = -0.0
cluster41_cluster37_2 = 2.0
cluster41_cluster38_0 = 0.0
cluster41_cluster38_1 = 0.0
cluster41_cluster38_2 = 0.0
cluster41_cluster44_0 = 0.0
cluster41_cluster44_1 = 0.0
cluster41_cluster44_2 = -0.0
cluster41_cluster49_0 = 0.0
cluster41_cluster49_1 = -0.0
cluster41_cluster49_2 = -0.0
cluster42_cluster4_0 = -0.0
cluster42_cluster4_1 = 1.0
cluster42_cluster4_2 = -0.0
cluster42_cluster7_0 = -0.0
cluster42_cluster7_1 = -0.0
cluster42_cluster7_2 = 0.0
cluster42_cluster12_0 = -0.0
cluster42_cluster12_1 = 1.0
cluster42_cluster12_2 = -0.0
cluster42_cluster15_0 = -0.0
cluster42_cluster15_1 = -0.0
cluster42_cluster15_2 = 1.0
cluster42_cluster37_0 = -0.0
cluster42_cluster37_1 = 1.0
cluster42_cluster37_2 = -0.0
cluster42_cluster38_0 = -0.0
cluster42_cluster38_1 = -0.0
cluster42_cluster38_2 = -0.0
cluster42_cluster44_0 = -0.0
cluster42_cluster44_1 = -0.0
cluster42_cluster44_2 = 0.0
cluster42_cluster49_0 = -0.0
cluster42_cluster49_1 = -0.0
cluster42_cluster49_2 = 0.0
cluster43_cluster4_0 = 0.0
cluster43_cluster4_1 = -0.0
cluster43_cluster4_2 = -0.0
cluster43_cluster7_0 = 0.0
cluster43_cluster7_1 = 2.0
cluster43_cluster7_2 = -0.0
cluster43_cluster12_0 = 0.0
cluster43_cluster12_1 = 0.0
cluster43_cluster12_2 = 0.0
cluster43_cluster15_0 = 0.0
cluster43_cluster15_1 = -0.0
cluster43_cluster15_2 = 1.0
cluster43_cluster37_0 = 0.0
cluster43_cluster37_1 = 0.0
cluster43_cluster37_2 = -0.0
cluster43_cluster38_0 = 0.0
cluster43_cluster38_1 = 2.0
cluster43_cluster38_2 = 2.0
cluster43_cluster44_0 = 0.0
cluster43_cluster44_1 = 1.0
cluster43_cluster44_2 = 2.0
cluster43_cluster49_0 = 0.0
cluster43_cluster49_1 = 0.0
cluster43_cluster49_2 = -0.0
cluster45_cluster4_0 = -0.0
cluster45_cluster4_1 = 1.0
cluster45_cluster4_2 = 1.0
cluster45_cluster7_0 = -0.0
cluster45_cluster7_1 = 0.0
cluster45_cluster7_2 = 0.0
cluster45_cluster12_0 = -0.0
cluster45_cluster12_1 = -0.0
cluster45_cluster12_2 = -0.0
cluster45_cluster15_0 = -0.0
cluster45_cluster15_1 = 0.0
cluster45_cluster15_2 = -0.0
cluster45_cluster37_0 = -0.0
cluster45_cluster37_1 = 0.0
cluster45_cluster37_2 = -0.0
cluster45_cluster38_0 = -0.0
cluster45_cluster38_1 = 0.0
cluster45_cluster38_2 = 2.0
cluster45_cluster44_0 = -0.0
cluster45_cluster44_1 = 0.0
cluster45_cluster44_2 = -0.0
cluster45_cluster49_0 = -0.0
cluster45_cluster49_1 = 0.0
cluster45_cluster49_2 = -0.0
cluster46_cluster4_0 = 0.0
cluster46_cluster4_1 = 1.0
cluster46_cluster4_2 = 0.0
cluster46_cluster7_0 = 0.0
cluster46_cluster7_1 = -0.0
cluster46_cluster7_2 = 0.0
cluster46_cluster12_0 = 0.0
cluster46_cluster12_1 = 0.0
cluster46_cluster12_2 = 0.0
cluster46_cluster15_0 = 0.0
cluster46_cluster15_1 = -0.0
cluster46_cluster15_2 = 2.0
cluster46_cluster37_0 = 0.0
cluster46_cluster37_1 = -0.0
cluster46_cluster37_2 = 0.0
cluster46_cluster38_0 = 0.0
cluster46_cluster38_1 = 0.0
cluster46_cluster38_2 = 0.0
cluster46_cluster44_0 = 0.0
cluster46_cluster44_1 = -0.0
cluster46_cluster44_2 = -0.0
cluster46_cluster49_0 = 0.0
cluster46_cluster49_1 = -0.0
cluster46_cluster49_2 = 0.0
cluster47_cluster4_0 = 0.0
cluster47_cluster4_1 = 0.0
cluster47_cluster4_2 = 0.0
cluster47_cluster7_0 = 0.0
cluster47_cluster7_1 = -0.0
cluster47_cluster7_2 = -0.0
cluster47_cluster12_0 = 0.0
cluster47_cluster12_1 = 0.0
cluster47_cluster12_2 = 0.0
cluster47_cluster15_0 = 0.0
cluster47_cluster15_1 = -0.0
cluster47_cluster15_2 = 0.0
cluster47_cluster37_0 = 0.0
cluster47_cluster37_1 = -0.0
cluster47_cluster37_2 = 1.0
cluster47_cluster38_0 = 0.0
cluster47_cluster38_1 = 1.0
cluster47_cluster38_2 = -0.0
cluster47_cluster44_0 = 0.0
cluster47_cluster44_1 = 0.0
cluster47_cluster44_2 = 1.0
cluster47_cluster49_0 = 0.0
cluster47_cluster49_1 = -0.0
cluster47_cluster49_2 = -0.0
cluster48_cluster4_0 = -0.0
cluster48_cluster4_1 = 0.0
cluster48_cluster4_2 = 1.0
cluster48_cluster7_0 = -0.0
cluster48_cluster7_1 = 1.0
cluster48_cluster7_2 = -0.0
cluster48_cluster12_0 = -0.0
cluster48_cluster12_1 = 1.0
cluster48_cluster12_2 = -0.0
cluster48_cluster15_0 = -0.0
cluster48_cluster15_1 = 0.0
cluster48_cluster15_2 = 1.0
cluster48_cluster37_0 = -0.0
cluster48_cluster37_1 = 0.0
cluster48_cluster37_2 = -0.0
cluster48_cluster38_0 = -0.0
cluster48_cluster38_1 = 0.0
cluster48_cluster38_2 = 1.0
cluster48_cluster44_0 = -0.0
cluster48_cluster44_1 = 1.0
cluster48_cluster44_2 = 2.0
cluster48_cluster49_0 = -0.0
cluster48_cluster49_1 = -0.0
cluster48_cluster49_2 = -0.0
avg_reward4_0 = 0.0
avg_reward4_1 = 29.555870056152344
avg_reward4_2 = 44.29400062561035
avg_reward7_0 = 10.178062438964842
avg_reward7_1 = 54.69681167602539
avg_reward7_2 = 38.45135307312012
avg_reward12_0 = 7.8199076652526855
avg_reward12_1 = 19.884824752807617
avg_reward12_2 = 44.59179878234863
avg_reward15_0 = 11.824781894683838
avg_reward15_1 = 14.733171463012663
avg_reward15_2 = 50.72345733642578
avg_reward37_0 = 7.1844236850738525
avg_reward37_1 = 17.225586891174316
avg_reward37_2 = 70.73122024536133
avg_reward38_0 = 11.89966630935669
avg_reward38_1 = 21.4394216537476
avg_reward38_2 = 77.1760196685791
avg_reward44_0 = 11.187272071838379
avg_reward44_1 = 70.36277389526367
avg_reward44_2 = 43.7298641204834
avg_reward49_0 = 15.638062000274658
avg_reward49_1 = 18.902390480041504
avg_reward49_2 = 41.1187019348144
